,,,,,,,,,

'Confidence Scores % (Table Cell)
"'66.55273438","'66.55273438","'66.55273438","'66.55273438","'66.55273438","'66.55273438","'66.55273438","'66.55273438","'66.55273438","'66.55273438",
"'77.88085938","'94.18945313","'94.18945313","'94.18945313","'94.18945313","'91.89453125","'91.89453125","'91.89453125","'91.89453125","'43.31054688",
"'77.88085938","'84.42382813","'84.42382813","'84.22851563","'84.22851563","'72.80273438","'72.80273438","'81.64062500","'81.64062500","'43.31054688",
"'77.88085938","'82.42187500","'92.38281250","'92.67578125","'90.96679688","'95.06835938","'93.60351563","'90.82031250","'88.86718750","'43.31054688",
"'91.21093750","'80.90820313","'90.67382813","'90.91796875","'89.25781250","'93.31054688","'91.84570313","'89.11132813","'87.20703125","'88.37890625",
"'82.51953125","'73.19335938","'81.98242188","'82.27539063","'80.76171875","'84.42382813","'83.10546875","'80.61523438","'78.90625000","'79.93164063",
"'92.91992188","'82.37304688","'92.33398438","'92.62695313","'90.91796875","'95.01953125","'93.55468750","'90.77148438","'88.81835938","'89.99023438",
"'37.79296875","'37.79296875","'37.79296875","'37.79296875","'37.79296875","'37.79296875","'37.79296875","'37.79296875","'37.79296875","'37.79296875",
"'46.33789063","'41.08886719","'46.04492188","'46.19140625","'45.33691406","'47.38769531","'46.65527344","'45.26367188","'44.31152344","'44.89746094",
"'92.87109375","'82.37304688","'92.28515625","'92.57812500","'90.86914063","'94.97070313","'93.50585938","'90.72265625","'88.76953125","'89.99023438",
"'40.55175781","'40.55175781","'40.55175781","'40.55175781","'40.55175781","'40.55175781","'40.55175781","'40.55175781","'40.55175781","'40.55175781",
"'49.41406250","'43.82324219","'49.12109375","'49.26757813","'48.36425781","'50.53710938","'49.78027344","'48.29101563","'47.26562500","'47.87597656",
"'90.67382813","'80.41992188","'90.08789063","'90.38085938","'88.72070313","'92.72460938","'91.30859375","'88.57421875","'86.66992188","'87.84179688",
"'91.89453125","'81.49414063","'91.30859375","'91.60156250","'89.89257813","'93.99414063","'92.52929688","'89.74609375","'87.84179688","'89.01367188",
"'90.62500000","'80.37109375","'90.03906250","'90.33203125","'88.67187500","'92.67578125","'91.25976563","'88.52539063","'86.62109375","'87.79296875",
"'90.03906250","'79.88281250","'89.50195313","'89.79492188","'88.13476563","'92.08984375","'90.67382813","'87.98828125","'86.08398438","'87.25585938",
"'90.18554688","'79.98046875","'89.64843750","'89.89257813","'88.28125000","'92.23632813","'90.82031250","'88.13476563","'86.23046875","'87.40234375",
"'90.96679688","'80.71289063","'90.42968750","'90.72265625","'89.01367188","'93.06640625","'91.65039063","'88.91601563","'87.01171875","'88.13476563",
"'91.35742188","'81.00585938","'90.82031250","'91.06445313","'89.40429688","'93.45703125","'91.99218750","'89.25781250","'87.35351563","'88.52539063",
"'88.08593750","'78.12500000","'87.54882813","'87.79296875","'86.18164063","'90.08789063","'88.72070313","'86.08398438","'84.22851563","'85.35156250",
"'90.82031250","'80.56640625","'90.28320313","'90.57617188","'88.91601563","'92.91992188","'91.50390625","'88.76953125","'86.86523438","'88.03710938",
"'89.20898438","'79.10156250","'88.67187500","'88.91601563","'87.30468750","'91.25976563","'89.84375000","'87.15820313","'85.30273438","'86.42578125",
"'91.35742188","'81.00585938","'90.82031250","'91.06445313","'89.40429688","'93.45703125","'91.99218750","'89.25781250","'87.35351563","'88.52539063",
"'89.59960938","'79.44335938","'89.01367188","'89.30664063","'87.64648438","'91.65039063","'90.23437500","'87.54882813","'85.64453125","'86.81640625",
"'92.43164063","'81.98242188","'91.84570313","'92.13867188","'90.47851563","'94.53125000","'93.11523438","'90.33203125","'88.37890625","'89.55078125",
"'33.42285156","'33.42285156","'33.42285156","'33.42285156","'33.42285156","'33.42285156","'33.42285156","'33.42285156","'33.42285156","'33.42285156",
"'36.66992188","'32.51953125","'36.45019531","'36.54785156","'35.88867188","'37.50000000","'36.93847656","'35.83984375","'35.05859375","'35.52246094",
"'82.12890625","'72.85156250","'81.64062500","'81.88476563","'80.37109375","'84.03320313","'82.71484375","'80.27343750","'78.51562500","'79.58984375",
"'39.69726563","'35.20507813","'39.45312500","'39.57519531","'38.84277344","'40.60058594","'39.96582031","'38.76953125","'37.93945313","'38.45214844",
"'85.93750000","'76.22070313","'85.40039063","'85.64453125","'84.08203125","'87.89062500","'86.52343750","'83.93554688","'82.17773438","'83.25195313",
"'88.62304688","'78.61328125","'88.08593750","'88.37890625","'86.76757813","'90.67382813","'89.25781250","'86.62109375","'84.76562500","'85.88867188",
"'89.74609375","'79.58984375","'89.20898438","'89.50195313","'87.84179688","'91.84570313","'90.42968750","'87.69531250","'85.83984375","'86.96289063",
"'86.81640625","'77.00195313","'86.27929688","'86.57226563","'84.96093750","'88.81835938","'87.45117188","'84.81445313","'83.00781250","'84.13085938",
"'93.84765625","'83.20312500","'93.26171875","'93.55468750","'91.84570313","'95.99609375","'94.48242188","'91.69921875","'89.74609375","'90.91796875",
