"'92.33398438","'89.84375000","'90.52734375","'92.72460938","'90.72265625","'90.67382813",
"'94.09179688","'91.55273438","'92.18750000","'94.43359375","'92.43164063","'92.38281250",
"'92.96875000","'90.47851563","'91.11328125","'93.35937500","'91.35742188","'91.30859375",
"'95.45898438","'92.87109375","'93.55468750","'95.84960938","'93.79882813","'93.75000000",
"'61.96289063","'61.96289063","'61.96289063","'61.96289063","'61.96289063","'61.96289063",
"'53.32031250","'53.32031250","'53.32031250","'53.32031250","'53.32031250","'53.32031250",
"'92.18750000","'89.74609375","'90.38085938","'92.57812500","'90.57617188","'90.57617188",
"'91.74804688","'89.25781250","'89.89257813","'92.08984375","'90.13671875","'90.08789063",
"'93.35937500","'90.82031250","'91.50390625","'93.75000000","'91.74804688","'91.69921875",
"'95.80078125","'93.21289063","'93.89648438","'96.19140625","'94.14062500","'94.09179688",
"'50.58593750","'50.58593750","'50.58593750","'50.58593750","'50.58593750","'50.58593750",
"'91.25976563","'88.81835938","'89.45312500","'91.60156250","'89.64843750","'89.59960938",
"'93.11523438","'90.62500000","'91.25976563","'93.50585938","'91.50390625","'91.45507813",
"'92.28515625","'89.84375000","'90.47851563","'92.67578125","'90.67382813","'90.62500000",
"'92.72460938","'90.23437500","'90.86914063","'93.11523438","'91.11328125","'91.06445313",
"'92.13867188","'89.69726563","'90.33203125","'92.52929688","'90.57617188","'90.52734375",
"'91.84570313","'89.35546875","'89.99023438","'92.18750000","'90.23437500","'90.18554688",
"'90.47851563","'88.03710938","'88.67187500","'90.82031250","'88.91601563","'88.86718750",
"'92.87109375","'90.38085938","'91.01562500","'93.26171875","'91.25976563","'91.21093750",
"'91.60156250","'89.11132813","'89.74609375","'91.94335938","'89.99023438","'89.94140625",
"'90.28320313","'87.84179688","'88.47656250","'90.67382813","'88.72070313","'88.67187500",
"'92.67578125","'90.18554688","'90.82031250","'93.06640625","'91.06445313","'91.01562500",
"'90.86914063","'88.42773438","'89.06250000","'91.21093750","'89.25781250","'89.25781250",
"'92.57812500","'90.08789063","'90.72265625","'92.96875000","'90.96679688","'90.91796875",
"'92.52929688","'90.03906250","'90.67382813","'92.91992188","'90.91796875","'90.86914063",
"'91.69921875","'89.20898438","'89.84375000","'92.04101563","'90.08789063","'90.03906250",
"'92.52929688","'90.03906250","'90.67382813","'92.91992188","'90.91796875","'90.86914063",
"'96.24023438","'93.65234375","'94.28710938","'96.63085938","'94.53125000","'94.48242188",
