datasetID,study,entered.by,genus,species,variety,woody,crop,source.population,provenance.lat,provenance.long,provenance.altitude,continent,no.indiv.collected,year.collected,year.germination,storage.type,storage.time,storage.humidity,storage.temp,treatment,chill.temp,chill.duration,germ.temp,other.treatment,photoperiod,chemical,chemcial.concent,trt.duration,scarification,scarif.type,soaking,soaked.in,soaking.duration,seed.mass.given,respvar,response,error.type,resp.error,reps,n.per.rep,germ.duration,germ.time.zero,figure,Notes
Acosta12,exp1,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,90-150,<15%,18-20,temperature,25/15,0,30,,0,,,,,,Y,water,,yes,per.germ,43.008,SD,3.942,,50,21,,Fig 1,
Acosta12,exp1,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,90-150,<15%,18-20,temperature,25/15,0,32.5,,0,,,,,,Y,water,,yes,per.germ,36.939,SD,6.828,,50,21,,Fig 1,
Acosta12,exp2,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,90-150,<15%,18-20,temperature,25/15,,5/15,,12,,,,,,Y,water,,yes,per.germ,248,,NA,,50,21,,Fig 2,
Acosta12,exp2,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,90-150,<15%,18-20,temperature,25/15,,10/20,,12,,,,,,Y,water,,yes,per.germ,169.333,,NA,,50,21,,Fig 2,
Acosta12,exp2,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,90-150,<15%,18-20,temperature,25/15,,15/25,,12,,,,,,Y,water,,yes,per.germ,177.333,,NA,,50,21,,Fig 2,
Acosta12,exp2,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,90-150,<15%,18-20,temperature,25/15,,20/30,,12,,,,,,Y,water,,yes,per.germ,241.333,,NA,,50,21,,Fig 2,Can't find mol wt
Acosta12,exp3,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,90-150,<15%,18-20,osmotic potential,25/15,,,osmotic potential 0,12,poly ethylene glycol,0,,,,Y,poly ethylene glycol,,yes,per.germ,93.076,SE,7.483,,50,21,,Fig 3,
Acosta12,exp3,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,90-150,<15%,18-20,osmotic potential,25/15,,,osmotic potential -0.3,12,poly ethylene glycol,154g,,,,Y,poly ethylene glycol,,yes,per.germ,10.723,SE,2.685,,50,21,,Fig 3,
Acosta12,exp3,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,90-150,<15%,18-20,osmotic potential,25/15,,,osmotic potential -0.4,12,poly ethylene glycol,191g,,,,Y,poly ethylene glycol,,yes,per.germ,6.066,SE,1.631,,50,21,,Fig 3,
Acosta12,exp3,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,90-150,<15%,18-20,osmotic potential,25/15,,,osmotic potential -0.6,12,poly ethylene glycol,230g,,,,Y,poly ethylene glycol,,yes,per.germ,0.674,SE,1.561,,50,21,,Fig 3,
Acosta12,exp3,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,90-150,<15%,18-20,osmotic potential,25/15,,,osmotic potential -0.9,12,poly ethylene glycol,297g,,,,Y,poly ethylene glycol,,yes,per.germ,0.429,SE,0,,50,21,,Fig 3,
Acosta12,exp3,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,90-150,<15%,18-20,osmotic potential,25/15,,,osmotic potential -1.3,12,poly ethylene glycol,350g,,,,Y,poly ethylene glycol,,yes,per.germ,0.429,SE,0,,50,21,,Fig 3,
Acosta12,exp4,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,0,,20,dry storage,25/15,,,,0,,,,,,,,,yes,per.germ,19.406,SE,NA,60,50,21,,Fig 4,
Acosta12,exp4,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,0,,20,dry storage,25/15,,,,12,,,,,,,,,yes,per.germ,92.133,SE,NA,60,50,21,,Fig 4,
Acosta12,exp4,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,90,,20,dry storage,25/15,,,,0,,,,,,,,,yes,per.germ,18.473,SE,NA,60,50,21,,Fig 4,
Acosta12,exp4,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,90,,20,dry storage,25/15,,,,12,,,,,,,,,yes,per.germ,92.133,SE,NA,60,50,21,,Fig 4,
Acosta12,exp4,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,180,,20,dry storage,25/15,,,,0,,,,,,,,,yes,per.germ,18.007,SE,NA,60,50,21,,Fig 4,
Acosta12,exp4,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,180,,20,dry storage,25/15,,,,12,,,,,,,,,yes,per.germ,93.998,SE,NA,60,50,21,,Fig 4,
Acosta12,exp4,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,360,,20,dry storage,25/15,,,,0,,,,,,,,,yes,per.germ,16.375,SE,NA,60,50,21,,Fig 4,
Acosta12,exp4,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,360,,20,dry storage,25/15,,,,12,,,,,,,,,yes,per.germ,90.967,SE,NA,60,50,21,,Fig 4,
Acosta12,exp4,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,720,,20,dry storage,25/15,,,,0,,,,,,,,,yes,per.germ,61.364,SE,NA,60,50,21,,Fig 4,
Acosta12,exp4,DL,Gomphrena,perennis,,,,"Santa Fe province, Argentina",31.26,60.56,,South America,,2009,,room temp,720,,20,dry storage,25/15,,,,12,,,,,,,,,yes,per.germ,93.065,SE,,60,50,21,,Fig 4,
Brandel2005,exp1,DL,Carex,pendula,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,,56,0,primary dormant,12,KNO3,5.05516,,N,,N,,,yes,per.germ,12.052,SE,1.955,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,pendula,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,,56,0,primary dormant,,water,,,N,,N,,,yes,per.germ,2.606,SE,0.977,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,pendula,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,,56,5,primary dormant,,KNO3,5.05516,,N,,N,,,yes,per.germ,97.394,SE,1.629,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,pendula,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,,56,5,primary dormant,,water,,,N,,N,,,yes,per.germ,99.023,SE,0.651,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,pendula,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,,56,11,primary dormant,,KNO3,5.05516,,N,,N,,,yes,per.germ,97.068,SE,1.303,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,pendula,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,,56,11,primary dormant,,water,,,N,,N,,,yes,per.germ,56.026,SE,5.212,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,pendula,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,,56,13,primary dormant,,KNO3,5.05516,,N,,N,,,yes,per.germ,98.371,SE,1.303,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,pendula,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,,56,13,primary dormant,,water,,,N,,N,,,yes,per.germ,10.098,SE,1.628,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,pendula,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,,56,15,primary dormant,,KNO3,5.05516,,N,,N,,,yes,per.germ,86.971,SE,1.303,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,pendula,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,,56,15,primary dormant,,water,,,N,,N,,,yes,per.germ,1.629,SE,0,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,pendula,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,5/25,,0,secondary dormant,,KNO3,5.05516,,N,,N,,,yes,per.germ,9.446,SE,4.235,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,pendula,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,5/25,,0,secondary dormant,,water,,,N,,N,,,yes,per.germ,0.651,SE,0,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,pendula,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,5/25,,5,secondary dormant,,KNO3,5.05516,,N,,N,,,yes,per.germ,98.371,SE,0.978,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,pendula,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,5/25,,5,secondary dormant,,water,,,N,,N,,,yes,per.germ,98.371,SE,0.652,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,pendula,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,5/25,,11,secondary dormant,,KNO3,5.05516,,N,,N,,,yes,per.germ,97.394,SE,1.629,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,pendula,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,5/25,,11,secondary dormant,,water,,,N,,N,,,yes,per.germ,96.743,SE,1.954,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,pendula,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,5/25,,13,secondary dormant,,KNO3,5.05516,,N,,N,,,yes,per.germ,82.41,SE,4.886,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,pendula,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,5/25,,13,secondary dormant,,water,,,N,,N,,,yes,per.germ,5.537,SE,1.303,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,pendula,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,5/25,,15,secondary dormant,,KNO3,5.05516,,N,,N,,,yes,per.germ,8.143,SE,2.606,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,pendula,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,5/25,,15,secondary dormant,,water,,,,,,,,yes,per.germ,0.326,SE,0.651,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,remota,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,,56,0,primary dormant,12,KNO3,5.05516,,N,,N,,,yes,per.germ,1.603,SE,0.32,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,remota,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,,56,0,primary dormant,,water,,,N,,N,,,yes,per.germ,0.962,SE,0.641,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,remota,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,,56,5,primary dormant,,KNO3,5.05516,,N,,N,,,yes,per.germ,97.436,SE,1.282,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,remota,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,,56,5,primary dormant,,water,,,N,,N,,,yes,per.germ,97.756,SE,1.282,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,remota,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,,56,11,primary dormant,,KNO3,5.05516,,N,,N,,,yes,per.germ,6.731,SE,1.602,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,remota,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,,56,11,primary dormant,,water,,,N,,N,,,yes,per.germ,3.526,SE,1.282,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,remota,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,,56,13,primary dormant,,KNO3,5.05516,,N,,N,,,yes,per.germ,0.321,SE,0.641,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,remota,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,,56,13,primary dormant,,water,,,N,,N,,,yes,per.germ,0.641,SE,0.321,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,remota,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,,56,15,primary dormant,,KNO3,5.05516,,N,,N,,,yes,per.germ,0.641,SE,1.603,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,remota,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,,56,15,primary dormant,,water,,,N,,N,,,yes,per.germ,0.321,SE,0.641,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,remota,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,5/25,56,0,secondary dormant,,KNO3,5.05516,,N,,N,,,yes,per.germ,4.167,SE,1.282,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,remota,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,5/25,56,0,secondary dormant,,water,,,N,,N,,,yes,per.germ,7.692,SE,2.244,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,remota,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,5/25,56,5,secondary dormant,,KNO3,5.05516,,N,,N,,,yes,per.germ,95.833,SE,1.603,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,remota,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,5/25,56,5,secondary dormant,,water,,,N,,N,,,yes,per.germ,95.513,SE,1.602,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,remota,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,5/25,56,11,secondary dormant,,KNO3,5.05516,,N,,N,,,yes,per.germ,82.692,SE,3.526,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,remota,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,5/25,56,11,secondary dormant,,water,,,N,,N,,,yes,per.germ,42.308,SE,2.884,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,remota,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,5/25,56,13,secondary dormant,,KNO3,5.05516,,N,,N,,,yes,per.germ,18.91,SE,3.846,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,remota,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,5/25,56,13,secondary dormant,,water,,,N,,N,,,yes,per.germ,0.641,SE,0.641,10,50,42,,Fig 1,
Brandel2005,exp1,DL,Carex,remota,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,5/25,56,15,secondary dormant,,KNO3,5.05516,,N,,N,,,yes,per.germ,1.923,SE,1.282,10,50,42,,Fig 1,molecular wt: 101.1032
Brandel2005,exp1,DL,Carex,remota,,N,N,"Kiel, Germany",54,10,,Europe,,2002,2002,room temp,122,40-60,15-20,dry storage,5/25,56,15,secondary dormant,,water,,,N,,,,,yes,per.germ,1.282,SE,0.641,10,50,42,,Fig 1,
Albrecht20,exp1,DL,Solidago,albopilosa,,N,N,"Powell County, Kentucky, USA",,,,North America,,2016,2016,ambient,<30,,21-23,dry storage,,,15/5,,0,,,,N,,,,,yes,prop.germ,0.028,SE,0.01,4,25,28,,Fig 2,
Albrecht20,exp1,DL,Solidago,albopilosa,,N,N,"Powell County, Kentucky, USA",,,,North America,,2016,2016,ambient,<30,,21-23,dry storage,,,15/5,,12,,,,N,,,,,yes,prop.germ,0.113,SE,0.036,4,25,28,,Fig2,
Albrecht20,exp1,DL,Solidago,albopilosa,,N,N,"Powell County, Kentucky, USA",,,,North America,,2016,2016,ambient,<30,,21-23,dry storage,,,20/10,,0,,,,N,,,,,yes,prop.germ,0.146,SE,0.033,4,25,28,,Fig3,
Albrecht20,exp1,DL,Solidago,albopilosa,,N,N,"Powell County, Kentucky, USA",,,,North America,,2016,2016,ambient,<30,,21-23,dry storage,,,20/10,,12,,,,N,,,,,yes,prop.germ,0.62,SE,0.053,4,25,28,,Fig 2,
Albrecht20,exp1,DL,Solidago,albopilosa,,N,N,"Powell County, Kentucky, USA",,,,North America,,2016,2016,ambient,<30,,21-23,dry storage,,,25/15,,0,,,,N,,,,,yes,prop.germ,0.423,SE,0.048,4,25,28,,Fig 2,
Albrecht20,exp1,DL,Solidago,albopilosa,,N,N,"Powell County, Kentucky, USA",,,,North America,,2016,2016,ambient,<30,,21-23,dry storage,,,25/15,,12,,,,N,,,,,yes,prop.germ,0.879,SE,0.035,4,25,28,,Fig 2,
Albrecht20,exp2,DL,Solidago,albopilosa,,N,N,"Powell County, Kentucky, USA",,,,North America,,2016,2016,ambient,<30,,21-23,dry storage,5,0,15/5,,12,,,,N,,,,,yes,prop.germ,0.11,SE,0.037,4,25,28,,Fig 3,
Albrecht20,exp2,DL,Solidago,albopilosa,,N,N,"Powell County, Kentucky, USA",,,,North America,,2016,2016,ambient,<30,,21-23,dry storage,5,4,15/5,,12,,,,N,,,,,yes,prop.germ,0.748,SE,0.041,4,25,28,,Fig 3,
Albrecht20,exp2,DL,Solidago,albopilosa,,N,N,"Powell County, Kentucky, USA",,,,North America,,2016,2016,ambient,<30,,21-23,dry storage,5,12,15/5,,12,,,,N,,,,,yes,prop.germ,0.953,SE,0.03,4,25,28,,Fig 3,
Albrecht20,exp2,DL,Solidago,albopilosa,,N,N,"Powell County, Kentucky, USA",,,,North America,,2016,2016,ambient,<30,,21-23,dry storage,5,0,20/10,,12,,,,N,,,,,yes,prop.germ,0.62,SE,0.048,4,25,28,,Fig 3,
Albrecht20,exp2,DL,Solidago,albopilosa,,N,N,"Powell County, Kentucky, USA",,,,North America,,2016,2016,ambient,<30,,21-23,dry storage,5,4,20/10,,12,,,,N,,,,,yes,prop.germ,0.985,SE,0.016,4,25,28,,Fig 3,
Albrecht20,exp2,DL,Solidago,albopilosa,,N,N,"Powell County, Kentucky, USA",,,,North America,,2016,2016,ambient,<30,,21-23,dry storage,5,12,20/10,,12,,,,N,,,,,yes,prop.germ,0.99,SE,0.017,4,25,28,,Fig 3,
Albrecht20,exp2,DL,Solidago,albopilosa,,N,N,"Powell County, Kentucky, USA",,,,North America,,2016,2016,ambient,<30,,21-23,dry storage,5,0,25/15,,12,,,,N,,,,,yes,prop.germ,0.88,SE,0.03,4,25,28,,Fig 3,
Albrecht20,exp2,DL,Solidago,albopilosa,,N,N,"Powell County, Kentucky, USA",,,,North America,,2016,2016,ambient,<30,,21-23,dry storage,5,4,25/15,,12,,,,N,,,,,yes,prop.germ,0.983,SE,0.018,4,25,28,,Fig 3,
Albrecht20,exp3,DL,Solidago,albopilosa,,N,N,"Powell County, Kentucky, USA",,,,North America,,2016,2016,ambient,<30,,21-23,dry storage,5,12,25/15,,12,,,,N,,,,,yes,prop.germ,0.975,SE,0.023,4,25,28,,Fig 3,
Albrecht20,exp3,DL,Solidago,albopilosa,,N,N,"Powell County, Kentucky, USA",,,,North America,,2016,2016,ambient,<30,,21-23,dry storage,5,0,20/10,,0,,,,N,,,,,yes,prop.germ,0.139,SE,0.037,4,25,28,,Fig 4,
Albrecht20,exp3,DL,Solidago,albopilosa,,N,N,"Powell County, Kentucky, USA",,,,North America,,2016,2016,ambient,<30,,21-23,dry storage,5,0,20/10,,12,,,,N,,,,,yes,prop.germ,0.616,SE,0.052,4,25,28,,Fig 4,
Albrecht20,exp3,DL,Solidago,albopilosa,,N,N,"Powell County, Kentucky, USA",,,,North America,,2016,2016,ambient,<30,,21-23,dry storage,5,4,20/10,,0,,,,N,,,,,yes,prop.germ,0.889,SE,0.031,4,25,28,,Fig 4,
Albrecht20,exp3,DL,Solidago,albopilosa,,N,N,"Powell County, Kentucky, USA",,,,North America,,2016,2016,ambient,<30,,21-23,dry storage,5,4,20/10,,12,,,,N,,,,,yes,prop.germ,0.983,SE,0.017,4,25,28,,Fig 4,
Albrecht20,exp3,DL,Solidago,albopilosa,,N,N,"Powell County, Kentucky, USA",,,,North America,,2016,2016,ambient,<30,,21-23,dry storage,5,12,20/10,,0,,,,N,,,,,yes,prop.germ,0.98,SE,0.02,4,25,28,,Fig 4,
Albrecht20,exp3,DL,Solidago,albopilosa,,N,N,"Powell County, Kentucky, USA",,,,North America,,2016,2016,ambient,<30,,21-23,dry storage,5,12,20/10,,12,,,,N,,,,,yes,prop.germ,0.997,SE,0.009,4,25,28,,Fig 4,
Bhatt00,exp 13,DL,Myrica ,esculenta,,,,"Kumaun, Himalaya",,,,Asia,5 plants,1997,,ambient,14 to 45 days esti,,26,control,NA,NA,NA,,NA,,,,N,,,,,no,per.germ,25.472,NA,NA,3,50, ,,Fig 1,"Control is not defines, I assume treatments are same as Table 9?"
Bhatt00,exp 12,DL,Myrica ,esculenta,,,,"Kumaun, Himalaya",,,,Asia,5 plants,1997,,ambient,14 to 45 days esti,,,Water soaking,,,,,,,,,N,,Y,H2O,11520,no,per.germ,34.906,NA,NA,3,50, ,,Fig 1,Unclear what the treatments in fig 1 are
Bhatt00,exp 11,DL,Myrica ,esculenta,,,,"Kumaun, Himalaya",,,,Asia,5 plants,1997,,ambient,14 to 45 days esti,,,hot water,,,,,,,,,,,,Hot H20,300,no,per.germ,30.189,NA,NA,3,50, ,,Fig 1,"A lot of missing information - temps germ, etc."
Bhatt00,exp 10,DL,Myrica ,esculenta,,,,"Kumaun, Himalaya",,,,Asia,5 plants,1997,,ambient,14 to 45 days esti,,,acid scarification - conc h2so4,,,,,,,,,Y,H2SO4,N,,,no,per.germ,39.434,NA,NA,3,50, ,,Fig 1,
Bhatt00,exp 9,DL,Myrica ,esculenta,,,,"Kumaun, Himalaya",,,,Asia,5 plants,1997,,ambient,14 to 45 days esti,,,mech scar,,,,,,,,,Y,mechanical - razor,,,,no,per.germ,39.434,NA,NA,3,50, ,,Fig 1,
Bhatt00,exp 8,DL,Myrica ,esculenta,,,,"Kumaun, Himalaya",,,,Asia,5 plants,1997,,ambient,14 to 45 days esti,,,GA3,,,,,,GA3,500,1,,,,,,no,per.germ,41.509,NA,NA,3,50, ,,Fig 1,
Bhatt00,exp 7,DL,Myrica ,esculenta,,,,"Kumaun, Himalaya",,,,Asia,5 plants,1997,,ambient,14 to 45 days esti,,,prechilling,4,30,,,,,,,,,,,,no,per.germ,48.113,NA,NA,3,50, ,,Fig 1,
Bhatt00,exp 6,DL,Myrica ,esculenta,,,,"Kumaun, Himalaya",,,,Asia,5 plants,1997,,ambient,14 to 45 days esti,,,Control,NA,NA,NA,,NA,,,,N,,,,,no,mgt,54.812,NA,NA,3,50, ,,Fig 1,
Bhatt00,exp 5,DL,Myrica ,esculenta,,,,"Kumaun, Himalaya",,,,Asia,5 plants,1997,,ambient,14 to 45 days esti,,,Water soaking,,,,,,,,,N,,Y,H2O,11520,no,mgt,35.865,NA,NA,3,50, ,,Fig 1,
