datasetID,study,entered.by,genus,species,variety,woody,crop,source.population,provenance.lat,provenance.long,provenance.altitude,continent,no.indiv.collected,year.collected,year.germination,storage.type,storage.time,storage.humidity,storage.temp,treatment,chill.temp,chill.duration,germ.temp,other.treatment,photoperiod,chemical,chemcial.concent,trt.duration,scarification,scarif.type,soaking,soaked.in,soaking.duration,seed.mass.given,respvar,response,error.type,resp.error,reps,n.per.rep,germ.duration,germ.tim.zero,figure,Notes
Carpenter92,exp2,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,NA,NA,NA,NA,NA,NA,NA,15,12-h alternating temperature,NA,NA,NA,NA,N,NA,Y,captan,NA,N,T90-T10,9,NA,NA,4,100,45,"other, end of storage",table 2,
Carpenter92,exp2,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,NA,NA,NA,NA,NA,NA,NA,alternating temperature 5/15,12-h alternating temperature,NA,NA,NA,NA,N,NA,Y,captan,NA,N,per.germ,32,NA,NA,4,100,45,"other, end of storage",table 2,
Carpenter92,exp2,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,NA,NA,NA,NA,NA,NA,NA,alternating temperature 5/15,12-h alternating temperature,NA,NA,NA,NA,N,NA,Y,captan,NA,N,T50,31,NA,NA,4,100,45,"other, end of storage",table 2,
Carpenter92,exp2,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,NA,NA,NA,NA,NA,NA,NA,alternating temperature 5/15,12-h alternating temperature,NA,NA,NA,NA,N,NA,Y,captan,NA,N,T90-T10,20,NA,NA,4,100,45,"other, end of storage",table 2,
Carpenter92,exp2,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,NA,NA,NA,NA,NA,NA,NA,alternating temperature 10/20,12-h alternating temperature,NA,NA,NA,NA,N,NA,Y,captan,NA,N,per.germ,46,NA,NA,4,100,45,"other, end of storage",table 2,
Carpenter92,exp2,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,NA,NA,NA,NA,NA,NA,NA,alternating temperature 10/20,12-h alternating temperature,NA,NA,NA,NA,N,NA,Y,captan,NA,N,T50,23,NA,NA,4,100,45,"other, end of storage",table 2,
Carpenter92,exp2,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,NA,NA,NA,NA,NA,NA,NA,alternating temperature 10/20,12-h alternating temperature,NA,NA,NA,NA,N,NA,Y,captan,NA,N,T90-T10,16,NA,NA,4,100,45,"other, end of storage",table 2,
Carpenter92,exp2,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,NA,NA,NA,NA,NA,NA,NA,alternating temperature 15/25,12-h alternating temperature,NA,NA,NA,NA,N,NA,Y,captan,NA,N,per.germ,41,NA,NA,4,100,45,"other, end of storage",table 2,
Carpenter92,exp2,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,NA,NA,NA,NA,NA,NA,NA,alternating temperature 15/25,12-h alternating temperature,NA,NA,NA,NA,N,NA,Y,captan,NA,N,T50,16,NA,NA,4,100,45,"other, end of storage",table 2,
Carpenter92,exp2,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,NA,NA,NA,NA,NA,NA,NA,alternating temperature 15/25,12-h alternating temperature,NA,NA,NA,NA,N,NA,Y,captan,NA,N,T90-T10,14,NA,NA,4,100,45,"other, end of storage",table 2,
Carpenter92,exp2,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,NA,NA,NA,NA,NA,NA,NA,alternating temperature 20/30,12-h alternating temperature,NA,NA,NA,NA,N,NA,Y,captan,NA,N,per.germ,36,NA,NA,4,100,45,"other, end of storage",table 2,
Carpenter92,exp2,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,NA,NA,NA,NA,NA,NA,NA,alternating temperature 20/30,12-h alternating temperature,NA,NA,NA,NA,N,NA,Y,captan,NA,N,T50,19,NA,NA,4,100,45,"other, end of storage",table 2,
Carpenter92,exp2,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,NA,NA,NA,NA,NA,NA,NA,alternating temperature 20/30,12-h alternating temperature,NA,NA,NA,NA,N,NA,Y,captan,NA,N,T90-T10,17,NA,NA,4,100,45,"other, end of storage",table 2,
Carpenter92,exp3,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,dry,2,NA,NA,chemical,NA,NA,15,NA,NA,water,0,360,N,NA,Y,captan,NA,N,per.germ,44,NA,NA,4,100,21,"other, end of dry storage post chemical treatment",table 3,
Carpenter92,exp3,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,dry,2,NA,NA,chemical,NA,NA,15,NA,NA,water,0,360,N,NA,Y,captan,NA,N,T50,11.2,NA,NA,4,100,21,"other, end of dry storage post chemical treatment",table 3,
Carpenter92,exp3,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,dry,2,NA,NA,chemical,NA,NA,15,NA,NA,water,0,360,N,NA,Y,captan,NA,N,T90-T10,12.1,NA,NA,4,100,21,"other, end of dry storage post chemical treatment",table 3,
Carpenter92,exp3,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,dry,2,NA,NA,chemical,NA,NA,15,NA,NA,E,1000,360,N,NA,Y,captan,NA,N,per.germ,73,NA,NA,4,100,21,"other, end of dry storage post chemical treatment",table 3,
Carpenter92,exp3,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,dry,2,NA,NA,chemical,NA,NA,15,NA,NA,E,1000,360,N,NA,Y,captan,NA,N,T50,7.1,NA,NA,4,100,21,"other, end of dry storage post chemical treatment",table 3,
Carpenter92,exp3,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,dry,2,NA,NA,chemical,NA,NA,15,NA,NA,E,1000,360,N,NA,Y,captan,NA,N,T90-T10,6.5,NA,NA,4,100,21,"other, end of dry storage post chemical treatment",table 3,
Carpenter92,exp3,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,dry,2,NA,NA,chemical,NA,NA,15,NA,NA,GA,1000,360,N,NA,Y,captan,NA,N,per.germ,67,NA,NA,4,100,21,"other, end of dry storage post chemical treatment",table 3,
Carpenter92,exp3,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,dry,2,NA,NA,chemical,NA,NA,15,NA,NA,GA,1000,360,N,NA,Y,captan,NA,N,T50,6.6,NA,NA,4,100,21,"other, end of dry storage post chemical treatment",table 3,
Carpenter92,exp3,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,dry,2,NA,NA,chemical,NA,NA,15,NA,NA,GA,1000,360,N,NA,Y,captan,NA,N,T90-T10,5.7,NA,NA,4,100,21,"other, end of dry storage post chemical treatment",table 3,
Carpenter92,exp3,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,dry,2,NA,NA,chemical,NA,NA,15,NA,NA,K,25,360,N,NA,Y,captan,NA,N,per.germ,54,NA,NA,4,100,21,"other, end of dry storage post chemical treatment",table 3,
Carpenter92,exp3,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,dry,2,NA,NA,chemical,NA,NA,15,NA,NA,K,25,360,N,NA,Y,captan,NA,N,T50,10.9,NA,NA,4,100,21,"other, end of dry storage post chemical treatment",table 3,
Carpenter92,exp3,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,dry,2,NA,NA,chemical,NA,NA,15,NA,NA,K,25,360,N,NA,Y,captan,NA,N,T90-T10,11.6,NA,NA,4,100,21,"other, end of dry storage post chemical treatment",table 3,
Carpenter92,exp3,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,dry,2,NA,NA,chemical,NA,NA,15,NA,NA,GA + K,1000 + 25,360,N,NA,Y,captan,NA,N,per.germ,66,NA,NA,4,100,21,"other, end of dry storage post chemical treatment",table 3,
Carpenter92,exp3,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,dry,2,NA,NA,chemical,NA,NA,15,NA,NA,GA + K,1000 + 25,360,N,NA,Y,captan,NA,N,T50,7.5,NA,NA,4,100,21,"other, end of dry storage post chemical treatment",table 3,
Carpenter92,exp3,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,dry,2,NA,NA,chemical,NA,NA,15,NA,NA,GA + K,1000 + 25,360,N,NA,Y,captan,NA,N,T90-T10,7,NA,NA,4,100,21,"other, end of dry storage post chemical treatment",table 3,
Carpenter92,exp3,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,dry,2,NA,NA,chemical,NA,NA,15,NA,NA,GA + E,1000 + 1000,360,N,NA,Y,captan,NA,N,per.germ,79,NA,NA,4,100,21,"other, end of dry storage post chemical treatment",table 3,
Carpenter92,exp3,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,dry,2,NA,NA,chemical,NA,NA,15,NA,NA,GA + E,1000 + 1000,360,N,NA,Y,captan,NA,N,T50,6.1,NA,NA,4,100,21,"other, end of dry storage post chemical treatment",table 3,
Carpenter92,exp3,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,dry,2,NA,NA,chemical,NA,NA,15,NA,NA,GA + E,1000 + 1000,360,N,NA,Y,captan,NA,N,T90-T10,5.5,NA,NA,4,100,21,"other, end of dry storage post chemical treatment",table 3,
Carpenter92,exp3,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,dry,2,NA,NA,chemical,NA,NA,15,NA,NA,K + E,25 + 1000,360,N,NA,Y,captan,NA,N,per.germ,69,NA,NA,4,100,21,"other, end of dry storage post chemical treatment",table 3,
Carpenter92,exp3,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,dry,2,NA,NA,chemical,NA,NA,15,NA,NA,K + E,25 + 1000,360,N,NA,Y,captan,NA,N,T50,5.6,NA,NA,4,100,21,"other, end of dry storage post chemical treatment",table 3,
Carpenter92,exp3,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,dry,2,NA,NA,chemical,NA,NA,15,NA,NA,K + E,25 + 1000,360,N,NA,Y,captan,NA,N,T90-T10,5.8,NA,NA,4,100,21,"other, end of dry storage post chemical treatment",table 3,
Carpenter92,exp3,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,dry,2,NA,NA,chemical,NA,NA,15,NA,NA,GA + E + K,1000 + 1000 + 25,360,N,NA,Y,captan,NA,N,per.germ,81,NA,NA,4,100,21,"other, end of dry storage post chemical treatment",table 3,
Carpenter92,exp3,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,dry,2,NA,NA,chemical,NA,NA,15,NA,NA,GA + E + K,1000 + 1000 + 25,360,N,NA,Y,captan,NA,N,T50,6.3,NA,NA,4,100,21,"other, end of dry storage post chemical treatment",table 3,
Carpenter92,exp3,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,dry,2,NA,NA,chemical,NA,NA,15,NA,NA,GA + E + K,1000 + 1000 + 25,360,N,NA,Y,captan,NA,N,T90-T10,5.7,NA,NA,4,100,21,"other, end of dry storage post chemical treatment",table 3,
Carpenter92,exp4,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,cold,7,NA,10,dark,NA,NA,15,NA,0,NA,NA,NA,N,NA,Y,captan,NA,N,per.germ,47,NA,NA,4,100,NA,end cold strat,figure 1,
Carpenter92,exp4,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,cold,7,NA,5,dark,NA,NA,15,NA,0,NA,NA,NA,N,NA,Y,captan,NA,N,per.germ,49,NA,NA,4,100,NA,end cold strat,figure 1,
Carpenter92,exp4,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,cold,7,NA,0,dark,NA,NA,15,NA,0,NA,NA,NA,N,NA,Y,captan,NA,N,per.germ,51,NA,NA,4,100,NA,end cold strat,figure 1,
Carpenter92,exp4,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,cold,7,NA,-5,dark,NA,NA,15,NA,0,NA,NA,NA,N,NA,Y,captan,NA,N,per.germ,52,NA,NA,4,100,NA,end cold strat,figure 1,
Carpenter92,exp4,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,cold,7,NA,-10,dark,NA,NA,15,NA,0,NA,NA,NA,N,NA,Y,captan,NA,N,per.germ,50,NA,NA,4,100,NA,end cold strat,figure 1,
Carpenter92,exp4,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,cold,7,NA,-15,dark,NA,NA,15,NA,0,NA,NA,NA,N,NA,Y,captan,NA,N,per.germ,49,NA,NA,4,100,NA,end cold strat,figure 1,
Carpenter92,exp4,HHN,Coreopsis,lanceolata,NA,N,N,"Florida, USA",NA,NA,NA,North America,NA,1990,1990,cold,7,NA,-20,dark,NA,NA,15,NA,0,NA,NA,NA,N,NA,Y,captan,NA,N,per.germ,47,NA,NA,4,100,NA,end cold strat,figure 1,
Arslan11,exp1,HHN,Androsace,villosa,NA,N,N,"Uludag Mt., Bursa, Turkey",NA,NA,2200 - 2300,Europe,NA,2009,2009,dry,30,NA,18 - 20,dark,NA,0,20,NA,0,water,0,1,N,NA,N,NA,NA,Y,per.germ,4,NA,NA,3,25,4,"other, end of chemical treatment",figure 1,
Arslan11,exp1,HHN,Androsace,villosa,NA,N,N,"Uludag Mt., Bursa, Turkey",NA,NA,2200 - 2300,Europe,NA,2009,2009,dry,30,NA,18 - 20,dark,NA,0,20,NA,0,water,0,1,N,NA,N,NA,NA,Y,per.germ,7,NA,NA,3,25,5,"other, end of chemical treatment",figure 1,
Arslan11,exp1,HHN,Androsace,villosa,NA,N,N,"Uludag Mt., Bursa, Turkey",NA,NA,2200 - 2300,Europe,NA,2009,2009,dry,30,NA,18 - 20,dark,NA,0,20,NA,0,water,0,1,N,NA,N,NA,NA,Y,per.germ,10,NA,NA,3,25,6,"other, end of chemical treatment",figure 1,
Arslan11,exp1,HHN,Androsace,villosa,NA,N,N,"Uludag Mt., Bursa, Turkey",NA,NA,2200 - 2300,Europe,NA,2009,2009,dry,30,NA,18 - 20,dark,NA,0,20,NA,0,water,0,1,N,NA,N,NA,NA,Y,per.germ,13,NA,NA,3,25,7,"other, end of chemical treatment",figure 1,
Arslan11,exp1,HHN,Androsace,villosa,NA,N,N,"Uludag Mt., Bursa, Turkey",NA,NA,2200 - 2300,Europe,NA,2009,2009,dry,30,NA,18 - 20,dark,NA,0,20,NA,0,water,0,1,N,NA,N,NA,NA,Y,per.germ,13,NA,NA,3,25,8,"other, end of chemical treatment",figure 1,
Arslan11,exp1,HHN,Androsace,villosa,NA,N,N,"Uludag Mt., Bursa, Turkey",NA,NA,2200 - 2300,Europe,NA,2009,2009,dry,30,NA,18 - 20,dark,NA,0,20,NA,0,water,0,1,N,NA,N,NA,NA,Y,per.germ,15,NA,NA,3,25,9,"other, end of chemical treatment",figure 1,
Arslan11,exp1,HHN,Androsace,villosa,NA,N,N,"Uludag Mt., Bursa, Turkey",NA,NA,2200 - 2300,Europe,NA,2009,2009,dry,30,NA,18 - 20,dark,NA,0,20,NA,0,water,0,1,N,NA,N,NA,NA,Y,per.germ,17,NA,NA,3,25,10,"other, end of chemical treatment",figure 1,
Arslan11,exp1,HHN,Androsace,villosa,NA,N,N,"Uludag Mt., Bursa, Turkey",NA,NA,2200 - 2300,Europe,NA,2009,2009,dry,30,NA,18 - 20,dark,NA,0,20,NA,0,water,0,1,N,NA,N,NA,NA,Y,per.germ,18,NA,NA,3,25,11,"other, end of chemical treatment",figure 1,
Arslan11,exp1,HHN,Androsace,villosa,NA,N,N,"Uludag Mt., Bursa, Turkey",NA,NA,2200 - 2300,Europe,NA,2009,2009,dry,30,NA,18 - 20,dark,NA,0,20,NA,0,water,0,1,N,NA,N,NA,NA,Y,per.germ,18,NA,NA,3,25,12,"other, end of chemical treatment",figure 1,
Arslan11,exp1,HHN,Androsace,villosa,NA,N,N,"Uludag Mt., Bursa, Turkey",NA,NA,2200 - 2300,Europe,NA,2009,2009,dry,30,NA,18 - 20,dark,NA,0,20,NA,0,water,0,1,N,NA,N,NA,NA,Y,per.germ,20,NA,NA,3,25,13,"other, end of chemical treatment",figure 1,
Arslan11,exp1,HHN,Androsace,villosa,NA,N,N,"Uludag Mt., Bursa, Turkey",NA,NA,2200 - 2300,Europe,NA,2009,2009,dry,30,NA,18 - 20,dark,NA,0,20,NA,0,water,0,1,N,NA,N,NA,NA,Y,per.germ,20,NA,NA,3,25,14,"other, end of chemical treatment",figure 1,
Arslan11,exp1,HHN,Androsace,villosa,NA,N,N,"Uludag Mt., Bursa, Turkey",NA,NA,2200 - 2300,Europe,NA,2009,2009,dry,30,NA,18 - 20,dark,NA,0,20,NA,0,water,0,1,N,NA,N,NA,NA,Y,per.germ,21,NA,NA,3,25,15,"other, end of chemical treatment",figure 1,
Arslan11,exp1,HHN,Androsace,villosa,NA,N,N,"Uludag Mt., Bursa, Turkey",NA,NA,2200 - 2300,Europe,NA,2009,2009,dry,30,NA,18 - 20,dark,NA,0,20,NA,0,water,0,1,N,NA,N,NA,NA,Y,per.germ,21,NA,NA,3,25,16,"other, end of chemical treatment",figure 1,
Arslan11,exp1,HHN,Androsace,villosa,NA,N,N,"Uludag Mt., Bursa, Turkey",NA,NA,2200 - 2300,Europe,NA,2009,2009,dry,30,NA,18 - 20,dark,NA,0,20,NA,0,water,0,1,N,NA,N,NA,NA,Y,per.germ,21,NA,NA,3,25,17,"other, end of chemical treatment",figure 1,
Arslan11,exp1,HHN,Androsace,villosa,NA,N,N,"Uludag Mt., Bursa, Turkey",NA,NA,2200 - 2300,Europe,NA,2009,2009,dry,30,NA,18 - 20,dark,NA,0,20,NA,0,water,0,1,N,NA,N,NA,NA,Y,per.germ,21,NA,NA,3,25,18,"other, end of chemical treatment",figure 1,
Arslan11,exp1,HHN,Androsace,villosa,NA,N,N,"Uludag Mt., Bursa, Turkey",NA,NA,2200 - 2300,Europe,NA,2009,2009,dry,30,NA,18 - 20,dark,NA,0,20,NA,0,water,0,1,N,NA,N,NA,NA,Y,per.germ,21,NA,NA,3,25,19,"other, end of chemical treatment",figure 1,
Arslan11,exp1,HHN,Androsace,villosa,NA,N,N,"Uludag Mt., Bursa, Turkey",NA,NA,2200 - 2300,Europe,NA,2009,2009,dry,30,NA,18 - 20,dark,NA,0,20,NA,0,water,0,1,N,NA,N,NA,NA,Y,per.germ,22,NA,NA,3,25,20,"other, end of chemical treatment",figure 1,
Arslan11,exp1,HHN,Androsace,villosa,NA,N,N,"Uludag Mt., Bursa, Turkey",NA,NA,2200 - 2300,Europe,NA,2009,2009,dry,30,NA,18 - 20,dark,NA,0,20,NA,0,water,0,1,N,NA,N,NA,NA,Y,per.germ,22,NA,NA,3,25,21,"other, end of chemical treatment",figure 1,
Arslan11,exp1,HHN,Androsace,villosa,NA,N,N,"Uludag Mt., Bursa, Turkey",NA,NA,2200 - 2300,Europe,NA,2009,2009,dry,30,NA,18 - 20,dark,NA,0,20,NA,0,water,0,1,N,NA,N,NA,NA,Y,per.germ,22,NA,NA,3,25,22,"other, end of chemical treatment",figure 1,
Arslan11,exp1,HHN,Androsace,villosa,NA,N,N,"Uludag Mt., Bursa, Turkey",NA,NA,2200 - 2300,Europe,NA,2009,2009,dry,30,NA,18 - 20,dark,NA,0,20,NA,0,water,0,1,N,NA,N,NA,NA,Y,per.germ,22,NA,NA,3,25,23,"other, end of chemical treatment",figure 1,
Arslan11,exp1,HHN,Androsace,villosa,NA,N,N,"Uludag Mt., Bursa, Turkey",NA,NA,2200 - 2300,Europe,NA,2009,2009,dry,30,NA,18 - 20,dark,NA,0,20,NA,0,water,0,1,N,NA,N,NA,NA,Y,per.germ,22,NA,NA,3,25,24,"other, end of chemical treatment",figure 1,
Arslan11,exp1,HHN,Androsace,villosa,NA,N,N,"Uludag Mt., Bursa, Turkey",NA,NA,2200 - 2300,Europe,NA,2009,2009,dry,30,NA,18 - 20,dark,NA,0,20,NA,0,water,0,1,N,NA,N,NA,NA,Y,per.germ,24,standard error,2,3,25,25,"other, end of chemical treatment",table 1,
Arslan11,exp1,HHN,Androsace,villosa,NA,N,N,"Uludag Mt., Bursa, Turkey",NA,NA,2200 - 2300,Europe,NA,2009,2009,dry,30,NA,18 - 20,dark,NA,0,20,NA,0,GA3,100,1,N,NA,N,NA,NA,Y,per.germ,6,NA,NA,3,25,8,"other, end of chemical treatment",figure 1,
Arslan11,exp1,HHN,Androsace,villosa,NA,N,N,"Uludag Mt., Bursa, Turkey",NA,NA,2200 - 2300,Europe,NA,2009,2009,dry,30,NA,18 - 20,dark,NA,0,20,NA,0,GA3,100,1,N,NA,N,NA,NA,Y,per.germ,7,NA,NA,3,25,9,"other, end of chemical treatment",figure 1,
