datasetID,study,entered.by,genus,species,variety,woody,crop,source.population,provenance.lat,provenance.long,provenance.altitude,continent,no.indiv.collected,year.collected,year.germination,storage.type,storage.time,storage.humidity,storage.temp,treatment,chill.temp,chill.duration,germ.temp,other.treatment,photoperiod,chemical,chemical.concent,trt.duration,scarification,scarif.type,soaking,soaked.in,soaking.duration,seed.mass.given,respvar,response,error.type,resp.error,reps,n.per.rep,germ.duration,germ.tim.zero,figure,Notes
moeini21,exp1,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,KNO3,NA,NA,NA,NA,16,KNO3,3.033,NA,N,NA,N,NA,NA,N,per.germ,89.043,SE,2.771,4,50,21,end of treatment,1,
moeini21,exp1,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Control,NA,NA,NA,NA,16,Water,NA,NA,N,NA,N,NA,NA,N,germ.speed,1.834,SE,0.425,4,50,21,end of treatment,2,
moeini21,exp1,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Stratification,4,5,NA,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,germ.speed,4.112,SE,0.193,4,50,21,end of treatment,2,
moeini21,exp1,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Stratification,4,10,NA,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,germ.speed,3.88,SE,0.02,4,50,21,end of treatment,2,
moeini21,exp1,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Stratification,4,15,NA,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,germ.speed,2.915,SE,0.077,4,50,21,end of treatment,2,
moeini21,exp1,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Stratification,4,20,NA,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,germ.speed,2.375,SE,0.077,4,50,21,end of treatment,2,
moeini21,exp1,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,GA3,NA,NA,NA,NA,16,GA3,49.88,NA,N,NA,N,NA,NA,N,germ.speed,16.313,SE,0.733,4,50,21,end of treatment,2,
moeini21,exp1,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,GA3,NA,NA,NA,NA,16,GA4,99.75,NA,N,NA,N,NA,NA,N,germ.speed,12.876,SE,0.155,4,50,21,end of treatment,2,
moeini21,exp1,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,GA3,NA,NA,NA,NA,16,GA5,149.98,NA,N,NA,N,NA,NA,N,germ.speed,14.498,SE,0.811,4,50,21,end of treatment,2,
moeini21,exp1,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,KNO3,NA,NA,NA,NA,16,KNO3,1.011,NA,N,NA,N,NA,NA,N,germ.speed,15.154,SE,0.464,4,50,21,end of treatment,2,
moeini21,exp1,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,KNO3,NA,NA,NA,NA,16,KNO3,2.022,NA,N,NA,N,NA,NA,N,germ.speed,13.996,SE,0.85,4,50,21,end of treatment,2,
moeini21,exp1,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,KNO3,NA,NA,NA,NA,16,KNO3,3.033,NA,N,NA,N,NA,NA,N,germ.speed,15.27,SE,1.506,4,50,21,end of treatment,2,
moeini21,exp2,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Constant temp.,NA,NA,2,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,23.611,NA,NA,4,50,21,start of treatment,3,"For all exp2, I'm assuming that they start the germination timer at the onset of treatment since they want to observe seeds germinated after exposure to constant temperature"
moeini21,exp2,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Constant temp.,NA,NA,5,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,14.146,NA,NA,4,50,21,start of treatment,3,
moeini21,exp2,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Constant temp.,NA,NA,10,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,32.150,NA,NA,4,50,21,start of treatment,3,
moeini21,exp2,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Constant temp.,NA,NA,15,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,44.393,NA,NA,4,50,21,start of treatment,3,
moeini21,exp2,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Constant temp.,NA,NA,20,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,39.660,NA,NA,4,50,21,start of treatment,3,
moeini21,exp2,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Constant temp.,NA,NA,25,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,35.545,NA,NA,4,50,21,start of treatment,3,
moeini21,exp2,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Constant temp.,NA,NA,30,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,41.615,NA,NA,4,50,21,start of treatment,3,
moeini21,exp2,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Constant temp.,NA,NA,35,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,28.961,NA,NA,4,50,21,start of treatment,3,
moeini21,exp2,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Constant temp.,NA,NA,2,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,germ.speed,1.359,NA,NA,4,50,21,start of treatment,3,
moeini21,exp2,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Constant temp.,NA,NA,5,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,germ.speed,0.829,NA,NA,4,50,21,start of treatment,4,
moeini21,exp2,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Constant temp.,NA,NA,10,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,germ.speed,2.378,NA,NA,4,50,21,start of treatment,4,
moeini21,exp2,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Constant temp.,NA,NA,15,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,germ.speed,7.16,NA,NA,4,50,21,start of treatment,4,
moeini21,exp2,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Constant temp.,NA,NA,20,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,germ.speed,5.503,NA,NA,4,50,21,start of treatment,4,
moeini21,exp2,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Constant temp.,NA,NA,25,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,germ.speed,5.829,NA,NA,4,50,21,start of treatment,4,
moeini21,exp2,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Constant temp.,NA,NA,30,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,germ.speed,6.698,NA,NA,4,50,21,start of treatment,4,
moeini21,exp2,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Constant temp.,NA,NA,35,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,germ.speed,4.606,NA,NA,4,50,21,start of treatment,4,
moeini21,exp3,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Alternating temp.,NA,NA,15/5,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,49.881,SE,1.188,4,50,21,start of treatment,5,"For all exp3, I'm assuming that they start the germination timer at the onset of treatment since they want to observe seeds germinated after exposure to alternating temperature"
moeini21,exp3,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Alternating temp.,NA,NA,15/10,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,57.363,SE,0.475,4,50,21,start of treatment,5,
moeini21,exp3,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Alternating temp.,NA,NA,20/10,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,58.789,SE,1.425,4,50,21,start of treatment,5,
moeini21,exp3,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Control,NA,NA,20,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,per.germ,95.368,SE,14.014,4,50,21,start of treatment,5,
moeini21,exp3,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Alternating temp.,NA,NA,15/5,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,germ.speed,3.667,SE,0,4,50,21,start of treatment,6,
moeini21,exp3,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Alternating temp.,NA,NA,15/10,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,germ.speed,19.7,SE,1.333,4,50,21,start of treatment,6,
moeini21,exp3,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Alternating temp.,NA,NA,20/10,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,germ.speed,23.1,SE,0.267,4,50,21,start of treatment,6,
moeini21,exp3,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,Control,NA,NA,20,NA,16,NA,NA,NA,N,NA,N,NA,NA,N,germ.speed,29.033,SE,1.6,4,50,21,start of treatment,6,
moeini21,exp4,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,sowing depth,NA,NA,15/10,0 cm depth,16,NA,NA,NA,N,NA,N,NA,NA,N,per.emerge,15.328,NA,NA,8,4,91,start of treatment,7,"They tested germination time simultaneously, so I believe their germination time would have been indefinite"
moeini21,exp4,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,sowing depth,NA,NA,15/10,2 cm depth,16,NA,NA,NA,N,NA,N,NA,NA,N,per.emerge,43.248,NA,NA,8,4,91,start of treatment,7,
moeini21,exp4,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,sowing depth,NA,NA,15/10,4 cm depth,16,NA,NA,NA,N,NA,N,NA,NA,N,per.emerge,57.847,NA,NA,8,4,91,start of treatment,7,
moeini21,exp4,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,sowing depth,NA,NA,15/10,6 cm depth,16,NA,NA,NA,N,NA,N,NA,NA,N,per.emerge,33.759,NA,NA,8,4,91,start of treatment,7,
moeini21,exp4,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,sowing depth,NA,NA,15/10,8 cm depth,16,NA,NA,NA,N,NA,N,NA,NA,N,per.emerge,21.35,NA,NA,8,4,91,start of treatment,7,
moeini21,exp4,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,sowing depth,NA,NA,15/10,10 cm depth,16,NA,NA,NA,N,NA,N,NA,NA,N,per.emerge,3.467,NA,NA,8,4,91,start of treatment,7,
moeini21,exp4,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,sowing depth,NA,NA,15/10,12 cm depth,16,NA,NA,NA,N,NA,N,NA,NA,N,per.emerge,3.102,NA,NA,8,4,91,start of treatment,7,
moeini21,exp4,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,sowing depth,NA,NA,15/10,14 cm depth,16,NA,NA,NA,N,NA,N,NA,NA,N,per.emerge,3.467,NA,NA,8,4,91,start of treatment,7,
moeini21,exp4,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,sowing depth,NA,NA,15/10,16 cm depth,16,NA,NA,NA,N,NA,N,NA,NA,N,per.emerge,3.102,NA,NA,8,4,91,start of treatment,7,
moeini21,exp4,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,sowing depth,NA,NA,15/10,20 cm depth,16,NA,NA,NA,N,NA,N,NA,NA,N,per.emerge,3.832,NA,NA,8,4,91,start of treatment,7,
moeini21,exp4,JN,Lepyrodiclis,holosteoides,NA,N,N,"Shahriar area near Bagh-e Komesh, Tehran, Iran",35.67694444,51.80805556,1160,Asia,NA,2017,2017,dry,14,40-50,25,sowing depth,NA,NA,15/10,25 cm depth,16,NA,NA,NA,N,NA,N,NA,NA,N,per.emerge,3.467,NA,NA,8,4,91,start of treatment,7,
zhang21,exp1,JN,Pinus ,koraiensis,NA,Y,N,"Qingyuan Forest CERN, Liaoning, NE China",41.85,124.9,751,Asia,NA,2018,NA,dry,NA,NA,-20,light intensity,-5,50,25/15,200 μmol/m^2/s light,NA,NA,NA,NA,N,NA,N,NA,NA,N,GA3_embryo (μg/g),0.028,SE,0.008,2,400,NA,NA,2a,exp 1 looks at phytohormone concentration not germination
zhang21,exp1,JN,Pinus ,koraiensis,NA,Y,N,"Qingyuan Forest CERN, Liaoning, NE China",41.85,124.9,751,Asia,NA,2018,NA,dry,NA,NA,-20,light intensity,-5/5,100,25/15,200 μmol/m^2/s light,NA,NA,NA,NA,N,NA,N,NA,NA,N,GA3_embryo (μg/g),0.031,SE,0.008,2,400,NA,NA,2a,
zhang21,exp1,JN,Pinus ,koraiensis,NA,Y,N,"Qingyuan Forest CERN, Liaoning, NE China",41.85,124.9,751,Asia,NA,2018,NA,dry,NA,NA,-20,light intensity,-5/5/25,150,25/15,200 μmol/m^2/s light,NA,NA,NA,NA,N,NA,N,NA,NA,N,GA3_embryo (μg/g),0.004,SE,0,2,400,NA,NA,2a,
zhang21,exp1,JN,Pinus ,koraiensis,NA,Y,N,"Qingyuan Forest CERN, Liaoning, NE China",41.85,124.9,751,Asia,NA,2018,NA,dry,NA,NA,-20,light intensity,-5/5/25/15,200,25/15,200 μmol/m^2/s light,NA,NA,NA,NA,N,NA,N,NA,NA,N,GA3_embryo (μg/g),0.004,SE,0,2,400,NA,NA,2a,
zhang21,exp1,JN,Pinus ,koraiensis,NA,Y,N,"Qingyuan Forest CERN, Liaoning, NE China",41.85,124.9,751,Asia,NA,2018,NA,dry,NA,NA,-20,light intensity,-5,50,25/15,20 μmol/m^2/s light,NA,NA,NA,NA,N,NA,N,NA,NA,N,GA3_embryo (μg/g),0.002,SE,0,2,400,NA,NA,2a,
zhang21,exp1,JN,Pinus ,koraiensis,NA,Y,N,"Qingyuan Forest CERN, Liaoning, NE China",41.85,124.9,751,Asia,NA,2018,NA,dry,NA,NA,-20,light intensity,-5/5,100,25/15,20 μmol/m^2/s light,NA,NA,NA,NA,N,NA,N,NA,NA,N,GA3_embryo (μg/g),0.004,SE,0,2,400,NA,NA,2a,
zhang21,exp1,JN,Pinus ,koraiensis,NA,Y,N,"Qingyuan Forest CERN, Liaoning, NE China",41.85,124.9,751,Asia,NA,2018,NA,dry,NA,NA,-20,light intensity,-5/5/25,150,25/15,20 μmol/m^2/s light,NA,NA,NA,NA,N,NA,N,NA,NA,N,GA3_embryo (μg/g),0.003,SE,0,2,400,NA,NA,2a,
zhang21,exp1,JN,Pinus ,koraiensis,NA,Y,N,"Qingyuan Forest CERN, Liaoning, NE China",41.85,124.9,751,Asia,NA,2018,NA,dry,NA,NA,-20,light intensity,-5/5/25/15,200,25/15,20 μmol/m^2/s light,NA,NA,NA,NA,N,NA,N,NA,NA,N,GA3_embryo (μg/g),0.003,SE,0,2,400,NA,NA,2a,
zhang21,exp1,JN,Pinus ,koraiensis,NA,Y,N,"Qingyuan Forest CERN, Liaoning, NE China",41.85,124.9,751,Asia,NA,2018,NA,dry,NA,NA,-20,light intensity,-5,50,25/15,0 μmol/m^2/s light,NA,NA,NA,NA,N,NA,N,NA,NA,N,GA3_embryo (μg/g),0.09,SE,0.03,2,400,NA,NA,2a,
zhang21,exp1,JN,Pinus ,koraiensis,NA,Y,N,"Qingyuan Forest CERN, Liaoning, NE China",41.85,124.9,751,Asia,NA,2018,NA,dry,NA,NA,-20,light intensity,-5/5,100,25/15,0 μmol/m^2/s light,NA,NA,NA,NA,N,NA,N,NA,NA,N,GA3_embryo (μg/g),0.048,SE,0.01,2,400,NA,NA,2a,
zhang21,exp1,JN,Pinus ,koraiensis,NA,Y,N,"Qingyuan Forest CERN, Liaoning, NE China",41.85,124.9,751,Asia,NA,2018,NA,dry,NA,NA,-20,light intensity,-5/5/25,150,25/15,0 μmol/m^2/s light,NA,NA,NA,NA,N,NA,N,NA,NA,N,GA3_embryo (μg/g),0.005,SE,0,2,400,NA,NA,2a,
zhang21,exp1,JN,Pinus ,koraiensis,NA,Y,N,"Qingyuan Forest CERN, Liaoning, NE China",41.85,124.9,751,Asia,NA,2018,NA,dry,NA,NA,-20,light intensity,-5/5/25/15,200,25/15,0 μmol/m^2/s light,NA,NA,NA,NA,N,NA,N,NA,NA,N,GA3_embryo (μg/g),0.006,SE,0,2,400,NA,NA,2a,
zhang21,exp1,JN,Pinus ,koraiensis,NA,Y,N,"Qingyuan Forest CERN, Liaoning, NE China",41.85,124.9,751,Asia,NA,2018,NA,dry,NA,NA,-20,light intensity,-5,50,25/15,200 μmol/m^2/s light,NA,NA,NA,NA,N,NA,N,NA,NA,N,ABA_embryo (μg/g),0.302,SE,0.123,2,400,NA,NA,2b,
zhang21,exp1,JN,Pinus ,koraiensis,NA,Y,N,"Qingyuan Forest CERN, Liaoning, NE China",41.85,124.9,751,Asia,NA,2018,NA,dry,NA,NA,-20,light intensity,-5/5,100,25/15,200 μmol/m^2/s light,NA,NA,NA,NA,N,NA,N,NA,NA,N,ABA_embryo (μg/g),0.237,SE,0.047,2,400,NA,NA,2b,
zhang21,exp1,JN,Pinus ,koraiensis,NA,Y,N,"Qingyuan Forest CERN, Liaoning, NE China",41.85,124.9,751,Asia,NA,2018,NA,dry,NA,NA,-20,light intensity,-5/5/25,150,25/15,200 μmol/m^2/s light,NA,NA,NA,NA,N,NA,N,NA,NA,N,ABA_embryo (μg/g),0.043,SE,0,2,400,NA,NA,2b,
zhang21,exp1,JN,Pinus ,koraiensis,NA,Y,N,"Qingyuan Forest CERN, Liaoning, NE China",41.85,124.9,751,Asia,NA,2018,NA,dry,NA,NA,-20,light intensity,-5/5/25/15,200,25/15,200 μmol/m^2/s light,NA,NA,NA,NA,N,NA,N,NA,NA,N,ABA_embryo (μg/g),0.167,SE,0,2,400,NA,NA,2b,
zhang21,exp1,JN,Pinus ,koraiensis,NA,Y,N,"Qingyuan Forest CERN, Liaoning, NE China",41.85,124.9,751,Asia,NA,2018,NA,dry,NA,NA,-20,light intensity,-5,50,25/15,20 μmol/m^2/s light,NA,NA,NA,NA,N,NA,N,NA,NA,N,ABA_embryo (μg/g),3.772,SE,0.568,2,400,NA,NA,2b,
