datasetID,study,entered.by,genus,species,variety,woody,crop,source.population,provenance.lat,provenance.long,provenance.altitude,continent,no.indiv.collected,year.collected,year.germination,storage.type,storage.time,storage.humidity,storage.temp,treatment,chill.temp,chill.duration,germ.temp,other.treatment,photoperiod,chemical,chemcial.concent,trt.duration,scarification,scarif.type,soaking,soaked.in,soaking.duration,seed.mass.given,respvar,response,error.type,resp.error,reps,n.per.rep,germ.duration,germ.tim.zero,figure,Notes,Column1,Column2,Column3,Column4,Column5
castro95,exp1,CRD,Grindelia,tarapacana,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,22.008,NA,moisture gradient ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,per.germ,4.919,NA,NA,8,40,NA,NA,figure 1,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; ",,,,,
castro95,exp1,CRD,Grindelia,tarapacana,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,34.712,NA,moisture gradient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,per.germ,7.298,NA,NA,8,40,NA,NA,figure 1,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; ",,,,,
castro95,exp1,CRD,Grindelia,tarapacana,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,49.902,NA,moisture gradient ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,per.germ,9.753,NA,NA,8,40,NA,NA,figure 1,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; ",,,,,
castro95,exp1,CRD,Grindelia,tarapacana,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,62.606,NA,moisture gradient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,per.germ,2.081,NA,NA,8,40,NA,NA,figure 1,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; ",,,,,
castro95,exp1,CRD,Grindelia,tarapacana,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,69.787,NA,moisture gradient ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,per.germ,2.158,NA,NA,8,40,NA,NA,figure 1,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; ",,,,,
castro95,exp1,CRD,Grindelia,tarapacana,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,80.696,NA,moisture gradient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,per.germ,0,NA,NA,8,40,NA,NA,figure 1,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; ",n.per.rep,germ.duration,germ.tim.zero,figure,Notes
castro95,exp1,CRD,Grindelia,glutinosa,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,NA,NA,stratification time ,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,per.germ,38.418,NA,NA,8,40,NA,NA,figure 2,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; ",40,NA,NA,figure 1,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; "
castro95,exp1,CRD,Grindelia,glutinosa,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,NA,NA,stratification time ,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,per.germ,26.719,NA,NA,8,40,NA,NA,figure 2,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; ",40,NA,NA,figure 1,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; "
castro95,exp1,CRD,Grindelia,glutinosa,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,NA,NA,stratification time ,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,per.germ,4.844,NA,NA,8,40,NA,NA,figure 2,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; ",40,NA,NA,figure 1,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; "
castro95,exp1,CRD,Grindelia,tarapacana,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,NA,NA,stratification time ,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,per.germ,7.955,NA,NA,8,40,NA,NA,figure 2,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; ",40,NA,NA,figure 1,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; "
castro95,exp1,CRD,Grindelia,tarapacana,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,NA,NA,stratification time ,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,per.germ,0,NA,NA,8,40,NA,NA,figure 2,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; ",40,NA,NA,figure 1,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; "
castro95,exp1,CRD,Grindelia,tarapacana,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,NA,NA,stratification time ,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,per.germ,0,NA,NA,8,40,NA,NA,figure 2,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; ",40,NA,NA,figure 1,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; "
castro95,exp2,CRD,Grindelia,glutinosa,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,60,NA,moisture (%),NA,NA,NA,no stratification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,per.germ,40,NA,NA,1,20,NA,NA,table 1,"as for exp1, storage humidity is actually the moisture at which the germination was conducted",40,NA,NA,figure 1,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; "
castro95,exp2,CRD,Grindelia,glutinosa,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,40,NA,moisture (%),NA,NA,NA,no stratification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,per.germ,32.5,NA,NA,1,20,NA,NA,table 1,"as for exp1, storage humidity is actually the moisture at which the germination was conducted",40,NA,NA,figure 1,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; "
castro95,exp2,CRD,Grindelia,tarapacana,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,60,NA,moisture (%),NA,NA,NA,no stratification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,per.germ,17.5,NA,NA,1,20,NA,NA,table 1,"as for exp1, storage humidity is actually the moisture at which the germination was conducted",40,NA,NA,figure 1,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; "
castro95,exp2,CRD,Grindelia,tarapacana,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,40,NA,moisture (%),NA,NA,NA,no stratification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,per.germ,2.5,NA,NA,1,20,NA,NA,table 1,"as for exp1, storage humidity is actually the moisture at which the germination was conducted",40,NA,NA,figure 1,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; "
castro95,exp2,CRD,Grindelia,glutinosa,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,60,NA,moisture (%),0,7,NA,with stratification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,per.germ,22.5,NA,NA,1,20,NA,NA,table 1,"as for exp1, storage humidity is actually the moisture at which the germination was conducted",40,NA,NA,figure 1,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; "
castro95,exp2,CRD,Grindelia,glutinosa,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,40,NA,moisture (%),0,7,NA,with stratification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,per.germ,12.5,NA,NA,1,20,NA,NA,table 1,"as for exp1, storage humidity is actually the moisture at which the germination was conducted",40,NA,NA,figure 1,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; "
castro95,exp2,CRD,Grindelia,tarapacana,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,60,NA,moisture (%),0,7,NA,with stratification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,per.germ,0,NA,NA,1,20,NA,NA,table 1,"as for exp1, storage humidity is actually the moisture at which the germination was conducted",40,NA,NA,figure 1,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; "
castro95,exp2,CRD,Grindelia,tarapacana,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,40,NA,moisture (%),0,7,NA,with stratification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,per.germ,0,NA,NA,1,20,NA,NA,table 1,"as for exp1, storage humidity is actually the moisture at which the germination was conducted",40,NA,NA,figure 1,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; "
castro95,exp2,CRD,Grindelia,tarapacana,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,60,NA,moisture (%),NA,NA,NA,nutrient level (0%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,growth.rate (cm days^-1),0.0995,NA,NA,1,20,NA,NA,table 1.1,"as for exp1, storage humidity is actually the moisture at which the germination was conducted; there is two table 1, so I named the second table 1, table 1.1",40,NA,NA,figure 1,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; "
castro95,exp2,CRD,Grindelia,tarapacana,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,40,NA,moisture (%),NA,NA,NA,nutrient level (0%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,growth.rate (cm days^-1),0.0865,NA,NA,1,20,NA,NA,table 1.1,"as for exp1, storage humidity is actually the moisture at which the germination was conducted; there is two table 1, so I named the second table 1, table 1.1",40,NA,NA,figure 1,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; "
castro95,exp2,CRD,Grindelia,tarapacana,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,60,NA,moisture (%),NA,NA,NA,nutrient level (0%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,growth.rate (cm days^-1),0.086,NA,NA,1,20,NA,NA,table 1.1,"as for exp1, storage humidity is actually the moisture at which the germination was conducted; there is two table 1, so I named the second table 1, table 1.1",40,NA,NA,figure 2,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; "
castro95,exp2,CRD,Grindelia,tarapacana,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,40,NA,moisture (%),NA,NA,NA,nutrient level (0%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,growth.rate (cm days^-1),0.081,NA,NA,1,20,NA,NA,table 1.1,"as for exp1, storage humidity is actually the moisture at which the germination was conducted; there is two table 1, so I named the second table 1, table 1.1",40,NA,NA,figure 2,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; "
castro95,exp2,CRD,Grindelia,tarapacana,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,60,NA,moisture (%),NA,NA,NA,nutrient level (5%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,growth.rate (cm days^-1),0.1595,NA,NA,1,20,NA,NA,table 1.1,"as for exp1, storage humidity is actually the moisture at which the germination was conducted; there is two table 1, so I named the second table 1, table 1.1",40,NA,NA,figure 2,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; "
castro95,exp2,CRD,Grindelia,tarapacana,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,40,NA,moisture (%),NA,NA,NA,nutrient level (5%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,growth.rate (cm days^-1),0.1305,NA,NA,1,20,NA,NA,table 1.1,"as for exp1, storage humidity is actually the moisture at which the germination was conducted; there is two table 1, so I named the second table 1, table 1.1",40,NA,NA,figure 2,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; "
castro95,exp2,CRD,Grindelia,tarapacana,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,60,NA,moisture (%),NA,NA,NA,nutrient level (5%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,growth.rate (cm days^-1),0.1565,NA,NA,1,20,NA,NA,table 1.1,"as for exp1, storage humidity is actually the moisture at which the germination was conducted; there is two table 1, so I named the second table 1, table 1.1",40,NA,NA,figure 2,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; "
castro95,exp2,CRD,Grindelia,tarapacana,NA,N,N,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,40,NA,moisture (%),NA,NA,NA,nutrient level (5%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,growth.rate (cm days^-1),0.124,NA,NA,1,20,NA,NA,table 1.1,"as for exp1, storage humidity is actually the moisture at which the germination was conducted; there is two table 1, so I named the second table 1, table 1.1",40,NA,NA,figure 2,"no specification on locaiton, only for chemical studies for which they dont provide figure or table;figure 1 is on moisture gradient, since there is no column for moisture percentage, I added it to storage humidity and put moisture gradient as treatment; "
castro95,exp3,CRD,Grindelia,glutinosa,NA,N,N,"Valle de Lluta, Chile",-18.47,-70.32,400,South America,,,,ground at 3mm,,,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no table or figure provided for this experiment even though they provide specific locations of where the seeds are from,20,NA,NA,table 1,"as for exp1, storage humidity is actually the moisture at which the germination was conducted"
castro95,exp3,CRD,Grindelia,tarapacana,NA,N,N,"Tignamar, Chile",-18.4,-69.65,3000,South America,,,,ground at 3mm,,,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no table or figure provided for this experiment even though they provide specific locations of where the seeds are from,20,NA,NA,table 1,"as for exp1, storage humidity is actually the moisture at which the germination was conducted"
han10,exp1,CRD,Magnolia ,ingrata,Figlar,O,N,"Kunming Botanical Garden, Yunnan Province, China",25.09024697,102.7866496,1900,Asia,NA,2007;2008,NA,dry,100,NA,4,GA3,NA,100,25,NA,12,GA3,0(mg/L),NA,N,NA,N,NA,NA,NA,per.germ,0,standard error,0,3,50/55,35,NA,figure 1,"dont know if storage type is ok. They provided other data, but not in table or figure, so I didn't include it. I didn't put chill temperature (I figure it's cold stratification for which they mention the length but not the temperature), since i believe it was part of the treatment. I didnt put the storage temperature for exp1, since I couldn't figure out why they first stored them at 4, then at experiment 2, this is the parameter they used to measure the germination %",20,NA,NA,table 1,"as for exp1, storage humidity is actually the moisture at which the germination was conducted"
han10,exp1,CRD,Magnolia ,ingrata,Figlar,O,N,"Kunming Botanical Garden, Yunnan Province, China",25.09024697,102.7866496,1900,Asia,NA,2007;2008,NA,dry,100,NA,4,GA3,,100,25,NA,12,GA3,200(mg/L),NA,N,NA,N,NA,NA,NA,per.germ,81.358,standard error,3.725,3,50/55,35,NA,figure 1,"dont know if storage type is ok. They provided other data, but not in table or figure, so I didn't include it. I didn't put chill temperature (I figure it's cold stratification for which they mention the length but not the temperature), since i believe it was part of the treatment. I didnt put the storage temperature for exp1, since I couldn't figure out why they first stored them at 4, then at experiment 2, this is the parameter they used to measure the germination %",20,NA,NA,table 1,"as for exp1, storage humidity is actually the moisture at which the germination was conducted"
han10,exp1,CRD,Magnolia ,ingrata,Figlar,O,N,"Kunming Botanical Garden, Yunnan Province, China",25.09024697,102.7866496,1900,Asia,NA,2007;2008,NA,dry,100,NA,4,GA3,,,25,NA,12,GA3,500(mg/L),NA,N,NA,N,NA,NA,NA,per.germ,80.154,standard error,5.004,3,50/55,35,NA,figure 1,"dont know if storage type is ok. They provided other data, but not in table or figure, so I didn't include it. I didn't put chill temperature (I figure it's cold stratification for which they mention the length but not the temperature), since i believe it was part of the treatment. I didnt put the storage temperature for exp1, since I couldn't figure out why they first stored them at 4, then at experiment 2, this is the parameter they used to measure the germination %",20,NA,NA,table 1,"as for exp1, storage humidity is actually the moisture at which the germination was conducted"
han10,exp1,CRD,Magnolia ,ingrata,Figlar,O,N,"Kunming Botanical Garden, Yunnan Province, China",25.09024697,102.7866496,1900,Asia,NA,2007;2008,NA,dry,100,NA,4,GA3,,,25,NA,12,GA3,1000(mg/L),NA,N,NA,N,NA,NA,NA,per.germ,82.713,standard error,2.332,3,50/55,35,NA,figure 1,"dont know if storage type is ok. They provided other data, but not in table or figure, so I didn't include it. I didn't put chill temperature (I figure it's cold stratification for which they mention the length but not the temperature), since i believe it was part of the treatment. I didnt put the storage temperature for exp1, since I couldn't figure out why they first stored them at 4, then at experiment 2, this is the parameter they used to measure the germination %",20,NA,NA,table 1,"as for exp1, storage humidity is actually the moisture at which the germination was conducted"
han10,exp1,CRD,Magnolia ,ingrata,Figlar,O,N,"Kunming Botanical Garden, Yunnan Province, China",25.09024697,102.7866496,1900,Asia,NA,2007;2008,NA,dry,100,NA,4,GA3,,,25,NA,12,GA3,2000(mg/L),NA,N,NA,N,NA,NA,NA,per.germ,96.407,standard error,1.815,3,50/55,35,NA,figure 1,"dont know if storage type is ok. They provided other data, but not in table or figure, so I didn't include it. I didn't put chill temperature (I figure it's cold stratification for which they mention the length but not the temperature), since i believe it was part of the treatment. I didnt put the storage temperature for exp1, since I couldn't figure out why they first stored them at 4, then at experiment 2, this is the parameter they used to measure the germination %",20,NA,NA,table 1,"as for exp1, storage humidity is actually the moisture at which the germination was conducted"
han10,exp1,CRD,Magnolia ,ingrata,Figlar,O,N,"Kunming Botanical Garden, Yunnan Province, China",25.09024697,102.7866496,1900,Asia,NA,2007;2008,NA,dry,100,NA,4,GA3,,,25,NA,12,GA3,2500(mg/L),NA,N,NA,N,NA,NA,NA,per.germ,95.316,standard error,2.85,3,50/55,35,NA,figure 1,"dont know if storage type is ok. They provided other data, but not in table or figure, so I didn't include it. I didn't put chill temperature (I figure it's cold stratification for which they mention the length but not the temperature), since i believe it was part of the treatment. I didnt put the storage temperature for exp1, since I couldn't figure out why they first stored them at 4, then at experiment 2, this is the parameter they used to measure the germination %",20,NA,NA,table 1,"as for exp1, storage humidity is actually the moisture at which the germination was conducted"
han10,exp1,CRD,Magnolia ,ingrata,Figlar,O,N,"Kunming Botanical Garden, Yunnan Province, China",25.09024697,102.7866496,1900,Asia,NA,2007;2008,NA,dry,100,NA,4,GA3,,,25/20,NA,12,GA3,0(mg/L),NA,N,NA,N,NA,NA,NA,per.germ,0,standard error,0.113,3,50/55,35,NA,figure 1,"dont know if storage type is ok. They provided other data, but not in table or figure, so I didn't include it. I didn't put chill temperature (I figure it's cold stratification for which they mention the length but not the temperature), since i believe it was part of the treatment. I didnt put the storage temperature for exp1, since I couldn't figure out why they first stored them at 4, then at experiment 2, this is the parameter they used to measure the germination %",20,NA,NA,table 1.1,"as for exp1, storage humidity is actually the moisture at which the germination was conducted; there is two table 1, so I named the second table 1, table 1.1"
