"","X","rowID","filePath","pdfPageNumber","scrapedTableNumber","pdfTableNumber","genus","species","seedType","seedSource","medium","pregermTreatment","pregermTreatmentHotWater","pretreatment","stratification","warmStratificationDuration","coldStratificationDuration","photoperiod","tempDay","tempNight","darkRange","testDuration","samples","genusID","pretreatmentFeces","pretreatmentChill","pretreatmentChillDuration","pretreatmentScarifType","pretreatmentScarifTypeGen","responseType","responseValue"
"27",3,3,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",273,6,3,"Aronia","x prunifolia",NA,NA,NA,NA,NA,NA,NA,NA,"60",NA,"20","20",NA,"30","2",1,NA,"N",NA,NA,NA,"germCapacityAvg",NA
"28",3,3,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",273,6,3,"Aronia","x prunifolia",NA,NA,NA,NA,NA,NA,NA,NA,"60",NA,"20","20",NA,"30","2",1,NA,"N",NA,NA,NA,"germCapacity",NA
"29",3,3,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",273,6,3,"Aronia","x prunifolia",NA,NA,NA,NA,NA,NA,NA,NA,"60",NA,"20","20",NA,"30","2",1,NA,"N",NA,NA,NA,"germPercent15degIncubated",NA
"30",3,3,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",273,6,3,"Aronia","x prunifolia",NA,NA,NA,NA,NA,NA,NA,NA,"60",NA,"20","20",NA,"30","2",1,NA,"N",NA,NA,NA,"germPercent20degIncubated",NA
"31",4,4,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","circinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"38",NA,2,NA,"N",NA,NA,NA,"germTime","10"
"32",4,4,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","circinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"38",NA,2,NA,"N",NA,NA,NA,"germPercentTotal","19"
"33",4,4,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","circinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"38",NA,2,NA,"N",NA,NA,NA,"germPercentAvg",NA
"34",4,4,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","circinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"38",NA,2,NA,"N",NA,NA,NA,"germRate","12"
"35",4,4,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","circinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"38",NA,2,NA,"N",NA,NA,NA,"germEnergyPercentAvg",NA
"36",4,4,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","circinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"38",NA,2,NA,"N",NA,NA,NA,"germEnergyPercent",NA
"37",4,4,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","circinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"38",NA,2,NA,"N",NA,NA,NA,"germCapacityAvg",NA
"38",4,4,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","circinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"38",NA,2,NA,"N",NA,NA,NA,"germCapacity",NA
"39",4,4,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","circinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"38",NA,2,NA,"N",NA,NA,NA,"germPercent15degIncubated",NA
"40",4,4,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","circinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"38",NA,2,NA,"N",NA,NA,NA,"germPercent20degIncubated",NA
"41",5,5,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","ginnala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"38",NA,2,NA,"N",NA,NA,NA,"germTime","10"
"42",5,5,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","ginnala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"38",NA,2,NA,"N",NA,NA,NA,"germPercentTotal","52"
"43",5,5,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","ginnala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"38",NA,2,NA,"N",NA,NA,NA,"germPercentAvg",NA
"44",5,5,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","ginnala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"38",NA,2,NA,"N",NA,NA,NA,"germRate","50"
"45",5,5,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","ginnala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"38",NA,2,NA,"N",NA,NA,NA,"germEnergyPercentAvg",NA
"46",5,5,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","ginnala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"38",NA,2,NA,"N",NA,NA,NA,"germEnergyPercent",NA
"47",5,5,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","ginnala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"38",NA,2,NA,"N",NA,NA,NA,"germCapacityAvg",NA
"48",5,5,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","ginnala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"38",NA,2,NA,"N",NA,NA,NA,"germCapacity",NA
"49",5,5,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","ginnala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"38",NA,2,NA,"N",NA,NA,NA,"germPercent15degIncubated",NA
"50",5,5,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","ginnala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20",NA,"38",NA,2,NA,"N",NA,NA,NA,"germPercent20degIncubated",NA
"51",6,6,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","glabrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 to 16","10 to 16",NA,NA,NA,2,NA,"N",NA,NA,NA,"germTime","30"
"52",6,6,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","glabrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 to 16","10 to 16",NA,NA,NA,2,NA,"N",NA,NA,NA,"germPercentTotal",NA
"53",6,6,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","glabrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 to 16","10 to 16",NA,NA,NA,2,NA,"N",NA,NA,NA,"germPercentAvg",NA
"54",6,6,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","glabrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 to 16","10 to 16",NA,NA,NA,2,NA,"N",NA,NA,NA,"germRate","40"
"55",6,6,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","glabrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 to 16","10 to 16",NA,NA,NA,2,NA,"N",NA,NA,NA,"germEnergyPercentAvg",NA
"56",6,6,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","glabrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 to 16","10 to 16",NA,NA,NA,2,NA,"N",NA,NA,NA,"germEnergyPercent",NA
"57",6,6,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","glabrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 to 16","10 to 16",NA,NA,NA,2,NA,"N",NA,NA,NA,"germCapacityAvg",NA
"58",6,6,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","glabrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 to 16","10 to 16",NA,NA,NA,2,NA,"N",NA,NA,NA,"germCapacity",NA
"59",6,6,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","glabrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 to 16","10 to 16",NA,NA,NA,2,NA,"N",NA,NA,NA,"germPercent15degIncubated",NA
"60",6,6,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","glabrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 to 16","10 to 16",NA,NA,NA,2,NA,"N",NA,NA,NA,"germPercent20degIncubated",NA
"61",7,7,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","macrophyllum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N",NA,NA,NA,"germTime",NA
"62",7,7,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","macrophyllum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N",NA,NA,NA,"germPercentTotal",NA
"63",7,7,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","macrophyllum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N",NA,NA,NA,"germPercentAvg",NA
"64",7,7,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","macrophyllum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N",NA,NA,NA,"germRate",NA
"65",7,7,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","macrophyllum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N",NA,NA,NA,"germEnergyPercentAvg",NA
"66",7,7,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","macrophyllum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N",NA,NA,NA,"germEnergyPercent",NA
"67",7,7,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","macrophyllum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N",NA,NA,NA,"germCapacityAvg",NA
"68",7,7,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","macrophyllum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N",NA,NA,NA,"germCapacity",NA
"69",7,7,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","macrophyllum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N",NA,NA,NA,"germPercent15degIncubated",NA
"70",7,7,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","macrophyllum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N",NA,NA,NA,"germPercent20degIncubated",NA
"71",8,8,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","macrophyllum",NA,"central Oregon coastal range",NA,NA,NA,NA,NA,NA,NA,NA,"2 to 3","2 to 3",NA,"120",NA,2,NA,"N",NA,NA,NA,"germTime","60 to 90"
"72",8,8,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","macrophyllum",NA,"central Oregon coastal range",NA,NA,NA,NA,NA,NA,NA,NA,"2 to 3","2 to 3",NA,"120",NA,2,NA,"N",NA,NA,NA,"germPercentTotal","100"
"73",8,8,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","macrophyllum",NA,"central Oregon coastal range",NA,NA,NA,NA,NA,NA,NA,NA,"2 to 3","2 to 3",NA,"120",NA,2,NA,"N",NA,NA,NA,"germPercentAvg",NA
"74",8,8,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","macrophyllum",NA,"central Oregon coastal range",NA,NA,NA,NA,NA,NA,NA,NA,"2 to 3","2 to 3",NA,"120",NA,2,NA,"N",NA,NA,NA,"germRate","15 to 66"
"75",8,8,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","macrophyllum",NA,"central Oregon coastal range",NA,NA,NA,NA,NA,NA,NA,NA,"2 to 3","2 to 3",NA,"120",NA,2,NA,"N",NA,NA,NA,"germEnergyPercentAvg",NA
"76",8,8,"C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv",213,1,6,"Acer","macrophyllum",NA,"central Oregon coastal range",NA,NA,NA,NA,NA,NA,NA,NA,"2 to 3","2 to 3",NA,"120",NA,2,NA,"N",NA,NA,NA,"germEnergyPercent",NA
