datasetID,study,entered.by,genus,species,variety,woody,crop,source.population,provenance.lat,provenance.long,provenance.altitude,continent,no.indiv.collected,year.collected,year.germination,storage.type,storage.time,storage.humidity,storage.temp,treatment,chill.temp,chill.duration,germ.temp,other.treatment,photoperiod,chemical,chemcial.concent,trt.duration,scarification,scarif.type,soaking,soaked.in,soaking.duration,seed.mass.given,respvar,response,error.type,resp.error,reps,n.per.rep,germ.duration,germ.tim.zero,figure,Notes,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,control,4-6,14,,,,NA,,,N,,Y,water,1440,N,per.germ,7,,,4,15,28,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,control,4-6,14,,,,NA,,,N,,Y,water,1440,N,per.germ,20,,,4,15,35,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,control,4-6,14,,,,NA,,,N,,Y,water,1440,N,per.germ,38,,,4,15,42,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,control,4-6,14,,,,NA,,,N,,Y,water,1440,N,per.germ,47,,,4,15,49,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,control,4-6,14,,,,NA,,,N,,Y,water,1440,N,per.germ,50,,,4,15,56,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,GA3,4-6,14,,,,GA3,500,1440,N,,NA,,,N,per.germ,9,,,4,15,28,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,GA3,4-6,14,,,,GA3,500,1440,N,,NA,,,N,per.germ,27,,,4,15,35,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,GA3,4-6,14,,,,GA3,500,1440,N,,NA,,,N,per.germ,45,,,4,15,42,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,GA3,4-6,14,,,,GA3,500,1440,N,,NA,,,N,per.germ,51,,,4,15,49,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,GA3,4-6,14,,,,GA3,500,1440,N,,NA,,,N,per.germ,59,,,4,15,56,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,control,4-6,28,,,,NA,,,N,,Y,water,1440,N,per.germ,11,,,4,15,28,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,control,4-6,28,,,,NA,,,N,,Y,water,1440,N,per.germ,34,,,4,15,35,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,control,4-6,28,,,,NA,,,N,,Y,water,1440,N,per.germ,55,,,4,15,42,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,control,4-6,28,,,,NA,,,N,,Y,water,1440,N,per.germ,62,,,4,15,49,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,control,4-6,28,,,,NA,,,N,,Y,water,1440,N,per.germ,63,,,4,15,56,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,GA3,4-6,28,,,,GA3,500,1440,N,,NA,,,N,per.germ,19,,,4,15,28,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,GA3,4-6,28,,,,GA3,500,1440,N,,NA,,,N,per.germ,59,,,4,15,35,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,GA3,4-6,28,,,,GA3,500,1440,N,,NA,,,N,per.germ,67,,,4,15,42,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,GA3,4-6,28,,,,GA3,500,1440,N,,NA,,,N,per.germ,77,,,4,15,49,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,GA3,4-6,28,,,,GA3,500,1440,N,,NA,,,N,per.germ,79,,,4,15,56,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,control,4-6,42,,,,NA,,,N,,Y,water,1440,N,per.germ,18,,,4,15,28,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,control,4-6,42,,,,NA,,,N,,Y,water,1440,N,per.germ,47,,,4,15,35,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,control,4-6,42,,,,NA,,,N,,Y,water,1440,N,per.germ,71,,,4,15,42,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,control,4-6,42,,,,NA,,,N,,Y,water,1440,N,per.germ,74,,,4,15,49,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,control,4-6,42,,,,NA,,,N,,Y,water,1440,N,per.germ,80,,,4,15,56,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,GA3,4-6,42,,,,GA3,500,1440,N,,NA,,,N,per.germ,32,,,4,15,28,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,GA3,4-6,42,,,,GA3,500,1440,N,,NA,,,N,per.germ,68,,,4,15,35,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,GA3,4-6,42,,,,GA3,500,1440,N,,NA,,,N,per.germ,77,,,4,15,42,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,GA3,4-6,42,,,,GA3,500,1440,N,,NA,,,N,per.germ,81,,,4,15,49,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,GA3,4-6,42,,,,GA3,500,1440,N,,NA,,,N,per.germ,85,,,4,15,56,,Table 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,control,4-6,0,,,,water,,1440,N,,Y,water,,N,per.germ,24.845,,,4,15,56,,Figure 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,control,4-6,14,,,,water,,1440,N,,Y,water,,N,per.germ,48.211,,,4,15,56,,Figure 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,control,4-6,28,,,,water,,1440,N,,Y,water,,N,per.germ,65.451,,,4,15,56,,Figure 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,control,4-6,42,,,,water,,1440,N,,Y,water,,N,per.germ,77.62,,,4,15,56,,Figure 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,control,4-6,56,,,,water,,1440,N,,Y,water,,N,per.germ,80.324,,,4,15,56,,Figure 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,GA3,4-6,0,,,,GA3,500,1440,N,,N,,,N,per.germ,32.958,,,4,15,56,,Figure 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,GA3,4-6,14,,,,GA3,500,1440,N,,N,,,N,per.germ,58.014,,,4,15,56,,Figure 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,GA3,4-6,28,,,,GA3,500,1440,N,,N,,,N,per.germ,83.366,,,4,15,56,,Figure 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,GA3,4-6,42,,,,GA3,500,1440,N,,N,,,N,per.germ,85.056,,,4,15,56,,Figure 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,GA3,4-6,56,,,,GA3,500,1440,N,,N,,,N,per.germ,84.718,,,4,15,56,,Figure 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,control,4-6,0,,,,water,,1440,N,,Y,water,,N,T50,66.873,,,4,15,56,,Figure 1,*T50 = time to 50% germination,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,control,4-6,14,,,,water,,1440,N,,Y,water,,N,T50,49.233,,,4,15,56,,Figure 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,control,4-6,28,,,,water,,1440,N,,Y,water,,N,T50,41.792,,,4,15,56,,Figure 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,control,4-6,42,,,,water,,1440,N,,Y,water,,N,T50,35.177,,,4,15,56,,Figure 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,control,4-6,56,,,,water,,1440,N,,Y,water,,N,T50,30.767,,,4,15,56,,Figure 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,GA3,4-6,0,,,,GA3,500,1440,N,,N,,,N,T50,59.948,,,4,15,56,,Figure 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,GA3,4-6,14,,,,GA3,500,1440,N,,N,,,N,T50,41.516,,,4,15,56,,Figure 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,GA3,4-6,28,,,,GA3,500,1440,N,,N,,,N,T50,31.318,,,4,15,56,,Figure 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,GA3,4-6,42,,,,GA3,500,1440,N,,N,,,N,T50,30.215,,,4,15,56,,Figure 1,,
Amooaghaie09,exp1,GG,Ferula,ovina,Boiss,N,N,"Isfahan, Iran ",,,,Asia,,2003,,,0,,,GA3,4-6,56,,,,GA3,500,1440,N,,N,,,N,T50,28.286,,,4,15,56,,Figure 1,,
ahmad07,exp1,GG,Dodecatheon,meadia,,N,N,,,,,,,,,dry,,,4,chilling,4,0,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,0,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Dodecatheon,meadia,,N,N,,,,,,,,,dry,,,4,chilling,4,30,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,93.33,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Dodecatheon,meadia,,N,N,,,,,,,,,dry,,,4,chilling,4,60,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,96.67,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Dodecatheon,meadia,,N,N,,,,,,,,,dry,,,4,chilling,4,90,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,81.67,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Dodecatheon,meadia,,N,N,,,,,,,,,dry,,,4,chilling,4,120,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,76.67,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Dodecatheon,meadia,,N,N,,,,,,,,,dry,,,4,chilling,4,150,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,16.67,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Phlox,divaricata,,N,N,,,,,,,,,dry,,,4,chilling,4,0,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,0,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Phlox,divaricata,,N,N,,,,,,,,,dry,,,4,chilling,4,30,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,10,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Phlox,divaricata,,N,N,,,,,,,,,dry,,,4,chilling,4,60,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,35,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Phlox,divaricata,,N,N,,,,,,,,,dry,,,4,chilling,4,90,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,56.67,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Phlox,divaricata,,N,N,,,,,,,,,dry,,,4,chilling,4,120,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,8.33,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Phlox,divaricata,,N,N,,,,,,,,,dry,,,4,chilling,4,150,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,0,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Polemonium,reptans,,N,N,,,,,,,,,dry,,,4,chilling,4,0,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,55,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Polemonium,reptans,,N,N,,,,,,,,,dry,,,4,chilling,4,30,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,16.67,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Polemonium,reptans,,N,N,,,,,,,,,dry,,,4,chilling,4,60,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,18.33,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Polemonium,reptans,,N,N,,,,,,,,,dry,,,4,chilling,4,90,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,11.76,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Polemonium,reptans,,N,N,,,,,,,,,dry,,,4,chilling,4,120,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,10,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Polemonium,reptans,,N,N,,,,,,,,,dry,,,4,chilling,4,150,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,3.33,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Primula,elatior,,N,N,,,,,,,,,dry,,,4,chilling,4,0,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,0,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Primula,elatior,,N,N,,,,,,,,,dry,,,4,chilling,4,30,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,0,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Primula,elatior,,N,N,,,,,,,,,dry,,,4,chilling,4,60,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,0,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Primula,elatior,,N,N,,,,,,,,,dry,,,4,chilling,4,90,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,0,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Primula,elatior,,N,N,,,,,,,,,dry,,,4,chilling,4,120,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,0,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Primula,elatior,,N,N,,,,,,,,,dry,,,4,chilling,4,150,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,1.67,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Primula,veris,,N,N,,,,,,,,,dry,,,4,chilling,4,0,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,1.67,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Primula,veris,,N,N,,,,,,,,,dry,,,4,chilling,4,30,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,48.33,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Primula,veris,,N,N,,,,,,,,,dry,,,4,chilling,4,60,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,61.67,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Primula,veris,,N,N,,,,,,,,,dry,,,4,chilling,4,90,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,33.33,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Primula,veris,,N,N,,,,,,,,,dry,,,4,chilling,4,120,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,18.33,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Primula,veris,,N,N,,,,,,,,,dry,,,4,chilling,4,150,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,13.33,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Primula,vulgaris,,N,N,,,,,,,,,dry,,,4,chilling,4,0,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,33.33,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Primula,vulgaris,,N,N,,,,,,,,,dry,,,4,chilling,4,30,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,70,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Primula,vulgaris,,N,N,,,,,,,,,dry,,,4,chilling,4,60,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,81.67,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Primula,vulgaris,,N,N,,,,,,,,,dry,,,4,chilling,4,90,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,25,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Primula,vulgaris,,N,N,,,,,,,,,dry,,,4,chilling,4,120,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,1.67,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Primula,vulgaris,,N,N,,,,,,,,,dry,,,4,chilling,4,150,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,5,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Phlox,pilosa,,N,N,,,,,,,,,dry,,,4,chilling,4,0,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,3.33,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Phlox,pilosa,,N,N,,,,,,,,,dry,,,4,chilling,4,30,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,0,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Phlox,pilosa,,N,N,,,,,,,,,dry,,,4,chilling,4,60,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,36.67,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Phlox,pilosa,,N,N,,,,,,,,,dry,,,4,chilling,4,90,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,16.67,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Phlox,pilosa,,N,N,,,,,,,,,dry,,,4,chilling,4,120,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,13.33,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Phlox,pilosa,,N,N,,,,,,,,,dry,,,4,chilling,4,150,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,6.67,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Zizia,aptera,,N,N,,,,,,,,,dry,,,4,chilling,4,0,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,5,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Zizia,aptera,,N,N,,,,,,,,,dry,,,4,chilling,4,30,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,28.33,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Zizia,aptera,,N,N,,,,,,,,,dry,,,4,chilling,4,60,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,30,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Zizia,aptera,,N,N,,,,,,,,,dry,,,4,chilling,4,90,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,41.67,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Zizia,aptera,,N,N,,,,,,,,,dry,,,4,chilling,4,120,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,11.67,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Zizia,aptera,,N,N,,,,,,,,,dry,,,4,chilling,4,150,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,6.67,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Aster,azureus,,N,N,,,,,,,,,dry,,,4,chilling,4,0,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,18.33,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Aster,azureus,,N,N,,,,,,,,,dry,,,4,chilling,4,30,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,16.67,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Aster,azureus,,N,N,,,,,,,,,dry,,,4,chilling,4,60,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,20,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Aster,azureus,,N,N,,,,,,,,,dry,,,4,chilling,4,90,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,20,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Aster,azureus,,N,N,,,,,,,,,dry,,,4,chilling,4,120,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,11.67,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Aster,azureus,,N,N,,,,,,,,,dry,,,4,chilling,4,150,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,5,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Aster,laevis,,N,N,,,,,,,,,dry,,,4,chilling,4,0,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,0,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Aster,laevis,,N,N,,,,,,,,,dry,,,4,chilling,4,30,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,0,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Aster,laevis,,N,N,,,,,,,,,dry,,,4,chilling,4,60,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,5,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Aster,laevis,,N,N,,,,,,,,,dry,,,4,chilling,4,90,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,0,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Aster,laevis,,N,N,,,,,,,,,dry,,,4,chilling,4,120,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,1.67,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Aster,laevis,,N,N,,,,,,,,,dry,,,4,chilling,4,150,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,0,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Aster,novae-angliae,,N,N,,,,,,,,,dry,,,4,chilling,4,0,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,56.67,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Aster,novae-angliae,,N,N,,,,,,,,,dry,,,4,chilling,4,30,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,51.67,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Aster,novae-angliae,,N,N,,,,,,,,,dry,,,4,chilling,4,60,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,78.33,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Aster,novae-angliae,,N,N,,,,,,,,,dry,,,4,chilling,4,90,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,60,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Aster,novae-angliae,,N,N,,,,,,,,,dry,,,4,chilling,4,120,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,58.33,,,3,20,30,,Table2,,
ahmad07,exp1,GG,Aster,novae-angliae,,N,N,,,,,,,,,dry,,,4,chilling,4,150,20/10,,16/8,NA,,,N,,N,,,Y,per.germ,43.33,,,3,20,30,,Table2,,
