datasetID,study,entered.by,genus,species,variety,crop,woody,source.population,provenance.lat,provenance.long,provenance.altitude,continent,no.indiv.collected,year.collected,year.germination,storage.type,storage.time,storage.humidity,storage.temp,treatment,chill.temp,chill.duration,germ.temp,other.treatment,photoperiod,chemical,chemcial.concent,trt.duration,scarification,scarif.type,soaking,soaked.in,soaking.duration,seed.mass.given,respvar,response,error.type,resp.error,reps,n.per.rep,germ.duration,germ.tim.zero,figure,Notes
alhelal96,exp1,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,dark,25,NA,15 - 25,NA,0,GA3,50,7,N,NA,Y,GA3,NA,,per.germ,55,SE,4,3,15,4,,Figure 1,Table 1 title has 17-25C as germ.temp 
alhelal96,exp1,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,dark,25,NA,15 - 25,NA,0,GA3,50,7,N,NA,Y,GA3,NA,,per.germ,64,SE,9,3,15,5,,Figure 1,Table 1 title has 17-25C as germ.temp 
alhelal96,exp1,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,dark,25,NA,15 - 25,NA,0,GA3,50,7,N,NA,Y,GA3,NA,,per.germ,64,SE,8,3,15,6,,Figure 1,Table 1 title has 17-25C as germ.temp 
alhelal96,exp1,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,dark,25,NA,15 - 25,NA,0,GA3,50,7,N,NA,Y,GA3,NA,,per.germ,64,SE,8,3,15,7,,Figure 1,Table 1 title has 17-25C as germ.temp 
alhelal96,exp1,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,dark,4,NA,15 - 25,NA,12,NA,NA,7,N,NA,Y,water,720,,per.germ,0,NA,NA,3,15,1,,Figure 1,Table 1 title has 17-25C as germ.temp/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp1,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,dark,4,NA,15 - 25,NA,12,NA,NA,7,N,NA,Y,water,720,,per.germ,65,SE,6,3,15,2,,Figure 1,Table 1 title has 17-25C as germ.temp/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp1,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,dark,4,NA,15 - 25,NA,12,NA,NA,7,N,NA,Y,water,720,,per.germ,72,SE,7,3,15,3,,Figure 1,Table 1 title has 17-25C as germ.temp/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp1,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,dark,4,NA,15 - 25,NA,12,NA,NA,7,N,NA,Y,water,720,,per.germ,73,SE,10,3,15,4,,Figure 1,Table 1 title has 17-25C as germ.temp/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp1,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,dark,4,NA,15 - 25,NA,12,NA,NA,7,N,NA,Y,water,720,,per.germ,73,SE,7,3,15,5,,Figure 1,Table 1 title has 17-25C as germ.temp/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp1,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,dark,4,NA,15 - 25,NA,12,NA,NA,7,N,NA,Y,water,720,,per.germ,73,SE,4,3,15,6,,Figure 1,Table 1 title has 17-25C as germ.temp/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp1,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,dark,4,NA,15 - 25,NA,12,NA,NA,7,N,NA,Y,water,720,,per.germ,73,SE,5,3,15,7,,Figure 1,Table 1 title has 17-25C as germ.temp/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp1,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,light,4,NA,15 - 25,NA,12,NA,NA,7,N,NA,Y,water,720,,per.germ,20,SE,5,3,15,1,,Figure 1,Table 1 title has 17-25C as germ.temp/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp1,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,light,4,NA,15 - 25,NA,12,NA,NA,7,N,NA,Y,water,720,,per.germ,80,SE,4,3,15,2,,Figure 1,Table 1 title has 17-25C as germ.temp/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp1,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,light,4,NA,15 - 25,NA,12,NA,NA,7,N,NA,Y,water,720,,per.germ,87,SE,5,3,15,3,,Figure 1,Table 1 title has 17-25C as germ.temp/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp1,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,light,4,NA,15 - 25,NA,12,NA,NA,7,N,NA,Y,water,720,,per.germ,87,SE,5,3,15,4,,Figure 1,Table 1 title has 17-25C as germ.temp/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp1,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,light,4,NA,15 - 25,NA,12,NA,NA,7,N,NA,Y,water,720,,per.germ,87,SE,5,3,15,5,,Figure 1,Table 1 title has 17-25C as germ.temp/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp1,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,light,4,NA,15 - 25,NA,12,NA,NA,7,N,NA,Y,water,720,,per.germ,87,SE,5,3,15,6,,Figure 1,Table 1 title has 17-25C as germ.temp/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp1,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,light,4,NA,15 - 25,NA,12,NA,NA,7,N,NA,Y,water,720,,per.germ,87,SE,5,3,15,7,,Figure 1,Table 1 title has 17-25C as germ.temp/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,15,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,0,NA,NA,3,15,1,,Figure 2,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,15,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,58,SE,8,3,15,2,,Figure 2,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,15,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,69,SE,3,3,15,3,,Figure 2,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,15,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,82,SE,2,3,15,4,,Figure 2,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,15,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,85,SE,8,3,15,5,,Figure 2,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,15,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,89,SE,6,3,15,6,,Figure 2,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,15,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,91,SE,3,3,15,7,,Figure 2,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,25,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,0,NA,NA,3,15,1,,Figure 2,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,25,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,11,SE,7,3,15,2,,Figure 2,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,25,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,11,SE,7,3,15,3,,Figure 2,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,25,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,17,SE,8,3,15,4,,Figure 2,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,25,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,23,SE,6,3,15,5,,Figure 2,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,25,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,23,SE,6,3,15,6,,Figure 2,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,25,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,23,SE,7,3,15,7,,Figure 2,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,18/8,alternating temp,0,NA,NA,7,N,NA,Y,water,720,,per.germ,0,NA,NA,3,15,1,,Figure 3,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,18/8,alternating temp,0,NA,NA,7,N,NA,Y,water,720,,per.germ,63,SE,9,3,15,2,,Figure 3,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,18/8,alternating temp,0,NA,NA,7,N,NA,Y,water,720,,per.germ,84,SE,5,3,15,3,,Figure 3,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,18/8,alternating temp,0,NA,NA,7,N,NA,Y,water,720,,per.germ,89,SE,4,3,15,4,,Figure 3,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,18/8,alternating temp,0,NA,NA,7,N,NA,Y,water,720,,per.germ,88,SE,4,3,15,5,,Figure 3,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,18/8,alternating temp,0,NA,NA,7,N,NA,Y,water,720,,per.germ,89,SE,1,3,15,6,,Figure 3,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,18/8,alternating temp,0,NA,NA,7,N,NA,Y,water,720,,per.germ,89,SE,1,3,15,7,,Figure 3,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,21/10,alternating temp,0,NA,NA,7,N,NA,Y,water,720,,per.germ,0,NA,NA,3,15,1,,Figure 3,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,21/10,alternating temp,0,NA,NA,7,N,NA,Y,water,720,,per.germ,45,SE,5,3,15,2,,Figure 3,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,21/10,alternating temp,0,NA,NA,7,N,NA,Y,water,720,,per.germ,63,SE,5,3,15,3,,Figure 3,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,21/10,alternating temp,0,NA,NA,7,N,NA,Y,water,720,,per.germ,82,SE,9,3,15,4,,Figure 3,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,21/10,alternating temp,0,NA,NA,7,N,NA,Y,water,720,,per.germ,84,SE,6,3,15,5,,Figure 3,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,21/10,alternating temp,0,NA,NA,7,N,NA,Y,water,720,,per.germ,83,SE,6,3,15,6,,Figure 3,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,21/10,alternating temp,0,NA,NA,7,N,NA,Y,water,720,,per.germ,84,SE,7,3,15,7,,Figure 3,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,35,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,0,NA,NA,3,15,7,,Table 2,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,45,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,0,NA,NA,3,15,7,,Table 2,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,36/10,alternating temp,0,NA,NA,7,N,NA,Y,water,720,,per.germ,0,NA,NA,3,15,7,,Table 2,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,28/14,alternating temp,0,NA,NA,7,N,NA,Y,water,720,,per.germ,4,NA,NA,3,15,7,,Table 2,overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,15,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,0,NA,NA,3,15,1,,Figure 4,seeds transferred from 25C/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,15,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,43,NA,NA,3,15,2,,Figure 4,seeds transferred from 25C/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,15,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,56,SE,21,3,15,3,,Figure 4,seeds transferred from 25C/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,15,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,68,SE,14,3,15,4,,Figure 4,seeds transferred from 25C/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,15,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,68,NA,NA,3,15,5,,Figure 4,seeds transferred from 25C/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,15,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,68,NA,NA,3,15,6,,Figure 4,seeds transferred from 25C/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,15,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,68,SE,16,3,15,7,,Figure 4,seeds transferred from 25C/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,15,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,0,NA,NA,3,15,1,,Figure 4,seeds transferred from 35C/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,15,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,15,SE,7,3,15,2,,Figure 4,seeds transferred from 35C/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,15,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,29,SE,16,3,15,3,,Figure 4,seeds transferred from 35C/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,15,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,45,SE,20,3,15,4,,Figure 4,seeds transferred from 35C/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,15,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,50,SE,20,3,15,5,,Figure 4,seeds transferred from 35C/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,15,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,50,SE,18,3,15,6,,Figure 4,seeds transferred from 35C/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,15,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,50,SE,18,3,15,7,,Figure 4,seeds transferred from 35C/overnight assumed as 720 mins in soaking.duration 
alhelal96,exp2,DM,Rumex,dentatus,NA,N,N,"Riyadh, Saudi Arabia",NA,NA,NA,Asia,NA,1992,NA,dry,NA,NA,4,warm,4,NA,15,NA,0,NA,NA,7,N,NA,Y,water,720,,per.germ,0,NA,NA,3,15,7,,Figure 4,seeds transferred from 40C/overnight assumed as 720 mins in soaking.duration 
batlla03,exp2,DM,Polygonum ,aviculare L.,NA,N,N,"Balcarce, Argentina",-37.75,-58.25,NA,South America,NA,2000,NA,dry,110,NA,7,incubation,NA,NA,15,red-light pulse,0.25,NA,NA,NA,N,NA,N,NA,NA,,per.germ,10,NA,NA,3,35,2,,Figure 1,trt.duration same as germ.duration/unsure about year.collected (1999-2000)/unsure about nreps and # of seeds in them
batlla03,exp2,DM,Polygonum ,aviculare L.,NA,N,N,"Balcarce, Argentina",-37.75,-58.25,NA,South America,NA,2000,NA,dry,110,NA,7,incubation,NA,NA,15,red-light pulse,0.25,NA,NA,NA,N,NA,N,NA,NA,,per.germ,33,SE,5,3,35,4,,Figure 1,trt.duration same as germ.duration/unsure about year.collected (1999-2000)/unsure about nreps and # of seeds in them
batlla03,exp2,DM,Polygonum ,aviculare L.,NA,N,N,"Balcarce, Argentina",-37.75,-58.25,NA,South America,NA,2000,NA,dry,110,NA,7,incubation,NA,NA,15,red-light pulse,0.25,NA,NA,NA,N,NA,N,NA,NA,,per.germ,55,NA,NA,3,35,7,,Figure 1,trt.duration same as germ.duration/unsure about year.collected (1999-2000)/unsure about nreps and # of seeds in them
