"","speciesID","filePath","pdfPageNumber","scrapedTableNumber","pdfTableNumber","genus","species","seed.type","source.population","medium","pretreatment.duration","pretreatment.hotwater","pretreatment","stratification.temp","warm.stratification.duration","cold.stratification.duration","photoperiod","tempDay","tempNight","germ.duration","samples","genusID","pretreatmentFeces","chilling","chill.duration","scarifType","scarifTypeGen","responseVar","responseValue","pretreatmentMin","pretreatmentMax","cold.strat.dur.Min","cold.strat.dur.Max","photoperiodMin","photoperiodMax","tempDayMin","tempDayMax","tempNightMin","tempNightMax","germ.dur.Min","germ.dur.Max","samplesMin","samplesMax","chill.dur.Min","chill.dur.Max","responseValueMin","responseValueMax","responseValueAvg","pretreatmentAvg","cold.strat.dur.Avg","photoperiodAvg","tempDayAvg","tempNightAvg","germ.dur.Avg","samplesAvg","chill.dur.Avg","chill.dur.Avg.comb","chill.dur.Min.comb","chill.dur.Max.comb","responseVarClean","latbi","X","chill.duraton"
"11","2","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","273","6","3","Aronia","melanocarpa",NA,NA,NA,NA,NA,NA,NA,NA,"90 to 120",NA,"30","20","30","4","1",NA,"Y","90 to 120",NA,NA,"mgt",NA,NA,NA,"90",120,NA,NA,30,NA,20,NA,"30",NA,4,NA,"90",120,NA,NA,NA,NA,"105",NA,30,20,"30",4,"105","105","90",120,"mgt","Aronia_melanocarpa","11",NA
"12","2","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","273","6","3","Aronia","melanocarpa",NA,NA,NA,NA,NA,NA,NA,NA,"90 to 120",NA,"30","20","30","4","1",NA,"Y","90 to 120",NA,NA,"percent.germ.total","22",NA,NA,"90",120,NA,NA,30,NA,20,NA,"30",NA,4,NA,"90",120,22,NA,22,NA,"105",NA,30,20,"30",4,"105","105","90",120,"perc.standard","Aronia_melanocarpa","12",NA
"13","2","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","273","6","3","Aronia","melanocarpa",NA,NA,NA,NA,NA,NA,NA,NA,"90 to 120",NA,"30","20","30","4","1",NA,"Y","90 to 120",NA,NA,"percent.germ",NA,NA,NA,"90",120,NA,NA,30,NA,20,NA,"30",NA,4,NA,"90",120,NA,NA,NA,NA,"105",NA,30,20,"30",4,"105","105","90",120,"perc.standard","Aronia_melanocarpa","13",NA
"14","2","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","273","6","3","Aronia","melanocarpa",NA,NA,NA,NA,NA,NA,NA,NA,"90 to 120",NA,"30","20","30","4","1",NA,"Y","90 to 120",NA,NA,"germ.rate",NA,NA,NA,"90",120,NA,NA,30,NA,20,NA,"30",NA,4,NA,"90",120,NA,NA,NA,NA,"105",NA,30,20,"30",4,"105","105","90",120,"germ.rate","Aronia_melanocarpa","14",NA
"15","2","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","273","6","3","Aronia","melanocarpa",NA,NA,NA,NA,NA,NA,NA,NA,"90 to 120",NA,"30","20","30","4","1",NA,"Y","90 to 120",NA,NA,"mean.percent.germ.energy",NA,NA,NA,"90",120,NA,NA,30,NA,20,NA,"30",NA,4,NA,"90",120,NA,NA,NA,NA,"105",NA,30,20,"30",4,"105","105","90",120,"percent.germ.energy","Aronia_melanocarpa","15",NA
"16","2","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","273","6","3","Aronia","melanocarpa",NA,NA,NA,NA,NA,NA,NA,NA,"90 to 120",NA,"30","20","30","4","1",NA,"Y","90 to 120",NA,NA,"percent.germ.energy",NA,NA,NA,"90",120,NA,NA,30,NA,20,NA,"30",NA,4,NA,"90",120,NA,NA,NA,NA,"105",NA,30,20,"30",4,"105","105","90",120,"percent.germ.energy","Aronia_melanocarpa","16",NA
"17","2","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","273","6","3","Aronia","melanocarpa",NA,NA,NA,NA,NA,NA,NA,NA,"90 to 120",NA,"30","20","30","4","1",NA,"Y","90 to 120",NA,NA,"mean.germ.capacity",NA,NA,NA,"90",120,NA,NA,30,NA,20,NA,"30",NA,4,NA,"90",120,NA,NA,NA,NA,"105",NA,30,20,"30",4,"105","105","90",120,"perc.standard","Aronia_melanocarpa","17",NA
"18","2","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","273","6","3","Aronia","melanocarpa",NA,NA,NA,NA,NA,NA,NA,NA,"90 to 120",NA,"30","20","30","4","1",NA,"Y","90 to 120",NA,NA,"germ.capacity",NA,NA,NA,"90",120,NA,NA,30,NA,20,NA,"30",NA,4,NA,"90",120,NA,NA,NA,NA,"105",NA,30,20,"30",4,"105","105","90",120,"perc.standard","Aronia_melanocarpa","18",NA
"19","2","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","273","6","3","Aronia","melanocarpa",NA,NA,NA,NA,NA,NA,NA,NA,"90 to 120",NA,"30","20","30","4","1",NA,"Y","90 to 120",NA,NA,"percent.germ.15degC.incubated",NA,NA,NA,"90",120,NA,NA,30,NA,20,NA,"30",NA,4,NA,"90",120,NA,NA,NA,NA,"105",NA,30,20,"30",4,"105","105","90",120,"perc.standard","Aronia_melanocarpa","19",NA
"20","2","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","273","6","3","Aronia","melanocarpa",NA,NA,NA,NA,NA,NA,NA,NA,"90 to 120",NA,"30","20","30","4","1",NA,"Y","90 to 120",NA,NA,"percent.germ.20degC.incubated",NA,NA,NA,"90",120,NA,NA,30,NA,20,NA,"30",NA,4,NA,"90",120,NA,NA,NA,NA,"105",NA,30,20,"30",4,"105","105","90",120,"percent.germ.20degC.incubated","Aronia_melanocarpa","20",NA
"21","3","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","273","6","3","Aronia","x prunifolia",NA,NA,NA,NA,NA,NA,NA,NA,"60",NA,"20","20","30","2","1",NA,"Y","60",NA,NA,"mgt",NA,NA,NA,"60",NA,NA,NA,20,NA,20,NA,"30",NA,2,NA,"60",NA,NA,NA,NA,NA,"60",NA,20,20,"30",2,"60","60","60",NA,"mgt","Aronia_x prunifolia","21",NA
"22","3","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","273","6","3","Aronia","x prunifolia",NA,NA,NA,NA,NA,NA,NA,NA,"60",NA,"20","20","30","2","1",NA,"Y","60",NA,NA,"percent.germ.total","96",NA,NA,"60",NA,NA,NA,20,NA,20,NA,"30",NA,2,NA,"60",NA,96,NA,96,NA,"60",NA,20,20,"30",2,"60","60","60",NA,"perc.standard","Aronia_x prunifolia","22",NA
"23","3","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","273","6","3","Aronia","x prunifolia",NA,NA,NA,NA,NA,NA,NA,NA,"60",NA,"20","20","30","2","1",NA,"Y","60",NA,NA,"percent.germ",NA,NA,NA,"60",NA,NA,NA,20,NA,20,NA,"30",NA,2,NA,"60",NA,NA,NA,NA,NA,"60",NA,20,20,"30",2,"60","60","60",NA,"perc.standard","Aronia_x prunifolia","23",NA
"24","3","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","273","6","3","Aronia","x prunifolia",NA,NA,NA,NA,NA,NA,NA,NA,"60",NA,"20","20","30","2","1",NA,"Y","60",NA,NA,"germ.rate",NA,NA,NA,"60",NA,NA,NA,20,NA,20,NA,"30",NA,2,NA,"60",NA,NA,NA,NA,NA,"60",NA,20,20,"30",2,"60","60","60",NA,"germ.rate","Aronia_x prunifolia","24",NA
"25","3","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","273","6","3","Aronia","x prunifolia",NA,NA,NA,NA,NA,NA,NA,NA,"60",NA,"20","20","30","2","1",NA,"Y","60",NA,NA,"mean.percent.germ.energy",NA,NA,NA,"60",NA,NA,NA,20,NA,20,NA,"30",NA,2,NA,"60",NA,NA,NA,NA,NA,"60",NA,20,20,"30",2,"60","60","60",NA,"percent.germ.energy","Aronia_x prunifolia","25",NA
"26","3","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","273","6","3","Aronia","x prunifolia",NA,NA,NA,NA,NA,NA,NA,NA,"60",NA,"20","20","30","2","1",NA,"Y","60",NA,NA,"percent.germ.energy",NA,NA,NA,"60",NA,NA,NA,20,NA,20,NA,"30",NA,2,NA,"60",NA,NA,NA,NA,NA,"60",NA,20,20,"30",2,"60","60","60",NA,"percent.germ.energy","Aronia_x prunifolia","26",NA
"27","3","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","273","6","3","Aronia","x prunifolia",NA,NA,NA,NA,NA,NA,NA,NA,"60",NA,"20","20","30","2","1",NA,"Y","60",NA,NA,"mean.germ.capacity",NA,NA,NA,"60",NA,NA,NA,20,NA,20,NA,"30",NA,2,NA,"60",NA,NA,NA,NA,NA,"60",NA,20,20,"30",2,"60","60","60",NA,"perc.standard","Aronia_x prunifolia","27",NA
"28","3","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","273","6","3","Aronia","x prunifolia",NA,NA,NA,NA,NA,NA,NA,NA,"60",NA,"20","20","30","2","1",NA,"Y","60",NA,NA,"germ.capacity",NA,NA,NA,"60",NA,NA,NA,20,NA,20,NA,"30",NA,2,NA,"60",NA,NA,NA,NA,NA,"60",NA,20,20,"30",2,"60","60","60",NA,"perc.standard","Aronia_x prunifolia","28",NA
"29","3","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","273","6","3","Aronia","x prunifolia",NA,NA,NA,NA,NA,NA,NA,NA,"60",NA,"20","20","30","2","1",NA,"Y","60",NA,NA,"percent.germ.15degC.incubated",NA,NA,NA,"60",NA,NA,NA,20,NA,20,NA,"30",NA,2,NA,"60",NA,NA,NA,NA,NA,"60",NA,20,20,"30",2,"60","60","60",NA,"perc.standard","Aronia_x prunifolia","29",NA
"30","3","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","273","6","3","Aronia","x prunifolia",NA,NA,NA,NA,NA,NA,NA,NA,"60",NA,"20","20","30","2","1",NA,"Y","60",NA,NA,"percent.germ.20degC.incubated",NA,NA,NA,"60",NA,NA,NA,20,NA,20,NA,"30",NA,2,NA,"60",NA,NA,NA,NA,NA,"60",NA,20,20,"30",2,"60","60","60",NA,"percent.germ.20degC.incubated","Aronia_x prunifolia","30",NA
"31","4","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","213","1","6","Acer","circinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20","38",NA,"2",NA,"N",NA,NA,NA,"mgt","10",NA,NA,NA,NA,NA,NA,30,NA,20,NA,"38",NA,NA,NA,NA,NA,10,NA,10,NA,NA,NA,30,20,"38",NA,NA,NA,NA,NA,"mgt","Acer_circinatum","31",NA
"32","4","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","213","1","6","Acer","circinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20","38",NA,"2",NA,"N",NA,NA,NA,"percent.germ.total","19",NA,NA,NA,NA,NA,NA,30,NA,20,NA,"38",NA,NA,NA,NA,NA,19,NA,19,NA,NA,NA,30,20,"38",NA,NA,NA,NA,NA,"perc.standard","Acer_circinatum","32",NA
"33","4","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","213","1","6","Acer","circinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20","38",NA,"2",NA,"N",NA,NA,NA,"percent.germ",NA,NA,NA,NA,NA,NA,NA,30,NA,20,NA,"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,20,"38",NA,NA,NA,NA,NA,"perc.standard","Acer_circinatum","33",NA
"34","4","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","213","1","6","Acer","circinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20","38",NA,"2",NA,"N",NA,NA,NA,"germ.rate","12",NA,NA,NA,NA,NA,NA,30,NA,20,NA,"38",NA,NA,NA,NA,NA,12,NA,12,NA,NA,NA,30,20,"38",NA,NA,NA,NA,NA,"germ.rate","Acer_circinatum","34",NA
"35","4","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","213","1","6","Acer","circinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20","38",NA,"2",NA,"N",NA,NA,NA,"mean.percent.germ.energy",NA,NA,NA,NA,NA,NA,NA,30,NA,20,NA,"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,20,"38",NA,NA,NA,NA,NA,"percent.germ.energy","Acer_circinatum","35",NA
"36","4","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","213","1","6","Acer","circinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20","38",NA,"2",NA,"N",NA,NA,NA,"percent.germ.energy",NA,NA,NA,NA,NA,NA,NA,30,NA,20,NA,"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,20,"38",NA,NA,NA,NA,NA,"percent.germ.energy","Acer_circinatum","36",NA
"37","4","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","213","1","6","Acer","circinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20","38",NA,"2",NA,"N",NA,NA,NA,"mean.germ.capacity",NA,NA,NA,NA,NA,NA,NA,30,NA,20,NA,"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,20,"38",NA,NA,NA,NA,NA,"perc.standard","Acer_circinatum","37",NA
"38","4","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","213","1","6","Acer","circinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20","38",NA,"2",NA,"N",NA,NA,NA,"germ.capacity",NA,NA,NA,NA,NA,NA,NA,30,NA,20,NA,"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,20,"38",NA,NA,NA,NA,NA,"perc.standard","Acer_circinatum","38",NA
"39","4","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","213","1","6","Acer","circinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20","38",NA,"2",NA,"N",NA,NA,NA,"percent.germ.15degC.incubated",NA,NA,NA,NA,NA,NA,NA,30,NA,20,NA,"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,20,"38",NA,NA,NA,NA,NA,"perc.standard","Acer_circinatum","39",NA
"40","4","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","213","1","6","Acer","circinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20","38",NA,"2",NA,"N",NA,NA,NA,"percent.germ.20degC.incubated",NA,NA,NA,NA,NA,NA,NA,30,NA,20,NA,"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,20,"38",NA,NA,NA,NA,NA,"percent.germ.20degC.incubated","Acer_circinatum","40",NA
"41","5","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","213","1","6","Acer","ginnala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20","38",NA,"2",NA,"N",NA,NA,NA,"mgt","10",NA,NA,NA,NA,NA,NA,30,NA,20,NA,"38",NA,NA,NA,NA,NA,10,NA,10,NA,NA,NA,30,20,"38",NA,NA,NA,NA,NA,"mgt","Acer_ginnala","41",NA
"42","5","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","213","1","6","Acer","ginnala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20","38",NA,"2",NA,"N",NA,NA,NA,"percent.germ.total","52",NA,NA,NA,NA,NA,NA,30,NA,20,NA,"38",NA,NA,NA,NA,NA,52,NA,52,NA,NA,NA,30,20,"38",NA,NA,NA,NA,NA,"perc.standard","Acer_ginnala","42",NA
"43","5","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","213","1","6","Acer","ginnala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20","38",NA,"2",NA,"N",NA,NA,NA,"percent.germ",NA,NA,NA,NA,NA,NA,NA,30,NA,20,NA,"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,20,"38",NA,NA,NA,NA,NA,"perc.standard","Acer_ginnala","43",NA
"44","5","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","213","1","6","Acer","ginnala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20","38",NA,"2",NA,"N",NA,NA,NA,"germ.rate","50",NA,NA,NA,NA,NA,NA,30,NA,20,NA,"38",NA,NA,NA,NA,NA,50,NA,50,NA,NA,NA,30,20,"38",NA,NA,NA,NA,NA,"germ.rate","Acer_ginnala","44",NA
"45","5","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","213","1","6","Acer","ginnala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20","38",NA,"2",NA,"N",NA,NA,NA,"mean.percent.germ.energy",NA,NA,NA,NA,NA,NA,NA,30,NA,20,NA,"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,20,"38",NA,NA,NA,NA,NA,"percent.germ.energy","Acer_ginnala","45",NA
"46","5","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","213","1","6","Acer","ginnala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20","38",NA,"2",NA,"N",NA,NA,NA,"percent.germ.energy",NA,NA,NA,NA,NA,NA,NA,30,NA,20,NA,"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,20,"38",NA,NA,NA,NA,NA,"percent.germ.energy","Acer_ginnala","46",NA
"47","5","C:\Users\User\my_repo_dir\egret\analyses\scrapeUSDAseedmanual\input\100-550\200-300\wo_ah727-19-1203-201-300-61-70\germination_table-6.csv","213","1","6","Acer","ginnala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20","38",NA,"2",NA,"N",NA,NA,NA,"mean.germ.capacity",NA,NA,NA,NA,NA,NA,NA,30,NA,20,NA,"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,20,"38",NA,NA,NA,NA,NA,"perc.standard","Acer_ginnala","47",NA
