datasetID,study,entered.by,genus,species,variety,woody,crop,source.population,provenance.lat,provenance.long,provenance.altitude,continent,no.indiv.collected,year.collected,year.germination,storage.type,storage.time,storage.humidity,storage.temp,treatment,chill.temp,chill.duration,germ.temp,other.treatment,photoperiod,chemical,chemcial.concent,trt.duration,scarification,scarif.type,soaking,soaked.in,soaking.duration,seed.mass.given,respvar,response,error.type,resp.error,reps,n.per.rep,germ.duration,germ.tim.zero,figure,Notes,
wytsalucy21,exp1,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,7,28,20,NA,NA,NA,NA,NA,Y,"chemical, H2O2",Y,NA,NA,Y,germination spread (days),11,NA,NA,5,25,,NA,figure 1,,
wytsalucy21,exp1,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,4,56,20,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,Y,germination spread (days),8.9,NA,NA,5,25,,NA,figure 1,,
wytsalucy21,exp1,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,4,56,20,NA,NA,NA,NA,NA,Y,"chemical, H2O2",Y,NA,NA,Y,germination spread (days),25.4,NA,NA,5,25,,NA,figure 1,,
wytsalucy21,exp1,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,4,56,20,NA,NA,GA3,750,120,Y,"chemical, H2O2",Y,GA3,120,Y,germination spread (days),72,NA,NA,5,25,,NA,figure 1,,
wytsalucy21,exp1,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,7,56,20,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,Y,germination spread (days),5.3,NA,NA,5,25,,NA,figure 1,,
wytsalucy21,exp1,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,7,56,20,NA,NA,NA,NA,NA,Y,"chemical, H2O2",Y,NA,NA,Y,germination spread (days),8.5,NA,NA,5,25,,NA,figure 1,,
wytsalucy21,exp1,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,7,56,20,NA,NA,GA3,750,120,Y,"chemical, H2O2",Y,GA3,120,Y,germination spread (days),7.8,NA,NA,5,25,,NA,figure 1,,
wytsalucy21,exp1,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,10,56,20,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,Y,germination spread (days),3.7,NA,NA,5,25,,NA,figure 1,,
wytsalucy21,exp1,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,10,56,20,NA,NA,NA,NA,NA,Y,"chemical, H2O2",Y,NA,NA,Y,germination spread (days),4.3,NA,NA,5,25,,NA,figure 1,,
wytsalucy21,exp1,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,10,56,20,NA,NA,GA3,750,120,Y,"chemical, H2O2",Y,GA3,120,Y,germination spread (days),5.4,NA,NA,5,25,,NA,figure 1,,
wytsalucy21,exp1,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,20,56,20,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,Y,germination spread (days),3.7,NA,NA,5,25,,NA,figure 1,,
wytsalucy21,exp1,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,20,56,20,NA,NA,NA,NA,NA,Y,"chemical, H2O2",Y,NA,NA,Y,germination spread (days),3.7,NA,NA,5,25,,NA,figure 1,,
wytsalucy21,exp1,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,20,56,20,NA,NA,GA3,750,120,Y,"chemical, H2O2",Y,GA3,120,Y,germination spread (days),3.7,NA,NA,5,25,,NA,figure 1,,
wytsalucy21,exp1,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,4,56,20,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,Y,germination spread (days),39,NA,NA,5,25,,NA,figure 1,,
wytsalucy21,exp1,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,4,56,20,NA,NA,NA,NA,NA,Y,"chemical, H2O2",Y,NA,NA,Y,germination spread (days),41,NA,NA,5,25,,NA,figure 1,,
wytsalucy21,exp1,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,4,56,20,NA,NA,GA3,750,120,Y,"chemical, H2O2",Y,GA3,120,Y,germination spread (days),38,NA,NA,5,25,,NA,figure 1,,
wytsalucy21,exp1,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,7,56,20,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,Y,germination spread (days),52,NA,NA,5,25,,NA,figure 1,,
wytsalucy21,exp1,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,7,56,20,NA,NA,NA,NA,NA,Y,"chemical, H2O2",Y,NA,NA,Y,germination spread (days),34,NA,NA,5,25,,NA,figure 1,,
wytsalucy21,exp1,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,7,56,20,NA,NA,GA3,750,120,Y,"chemical, H2O2",Y,GA3,120,Y,germination spread (days),60,NA,NA,5,25,,NA,figure 1,,
wytsalucy21,exp1,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,4,56,20,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,Y,germination spread (days),28,NA,NA,5,25,,NA,figure 1,,
wytsalucy21,exp1,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,4,56,20,NA,NA,NA,NA,NA,Y,"chemical, H2O2",Y,NA,NA,Y,germination spread (days),51,NA,NA,5,25,,NA,figure 1,,
wytsalucy21,exp1,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,4,56,20,NA,NA,GA3,750,120,Y,"chemical, H2O2",Y,GA3,120,Y,germination spread (days),35,NA,NA,5,25,,NA,figure 1,,
wytsalucy21,exp1,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,7,56,20,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,Y,germination spread (days),20,NA,NA,5,25,,NA,figure 1,,
wytsalucy21,exp1,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,7,56,20,NA,NA,NA,NA,NA,Y,"chemical, H2O2",Y,NA,NA,Y,germination spread (days),27,NA,NA,5,25,,NA,figure 1,,
wytsalucy21,exp1,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,7,56,20,NA,NA,GA3,750,120,Y,"chemical, H2O2",Y,GA3,120,Y,germination spread (days),8,NA,NA,5,25,,NA,figure 1,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,4,28,20,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,Y,per.germ,66.4,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,4,28,20,NA,NA,NA,NA,NA,Y,"chemical, H2O2",Y,NA,NA,Y,per.germ,74.4,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,4,28,20,NA,NA,GA3,750,120,Y,"chemical, H2O2",Y,GA3,120,Y,per.germ,84.7,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,7,28,20,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,Y,per.germ,46.5,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,7,28,20,NA,NA,NA,NA,NA,Y,"chemical, H2O2",Y,NA,NA,Y,per.germ,41.3,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,7,28,20,NA,NA,GA3,750,120,Y,"chemical, H2O2",Y,GA3,120,Y,per.germ,62.3,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,10,28,20,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,Y,per.germ,17.8,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,10,28,20,NA,NA,NA,NA,NA,Y,"chemical, H2O2",Y,NA,NA,Y,per.germ,9.1,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,10,28,20,NA,NA,GA3,750,120,Y,"chemical, H2O2",Y,GA3,120,Y,per.germ,24.6,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,20,28,20,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,Y,per.germ,3.7,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,20,28,20,NA,NA,NA,NA,NA,Y,"chemical, H2O2",Y,NA,NA,Y,per.germ,3.7,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,20,28,20,NA,NA,GA3,750,120,Y,"chemical, H2O2",Y,GA3,120,Y,per.germ,3.7,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,4,28,20,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,Y,mgt,16,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,4,28,20,NA,NA,NA,NA,NA,Y,"chemical, H2O2",Y,NA,NA,Y,mgt,17,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,4,28,20,NA,NA,GA3,750,120,Y,"chemical, H2O2",Y,GA3,120,Y,mgt,17,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,7,28,20,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,Y,mgt,14,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,7,28,20,NA,NA,NA,NA,NA,Y,"chemical, H2O2",Y,NA,NA,Y,mgt,18,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,7,28,20,NA,NA,GA3,750,120,Y,"chemical, H2O2",Y,GA3,120,Y,mgt,16,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,4,28,20,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,Y,germination spread (days),13,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,4,28,20,NA,NA,NA,NA,NA,Y,"chemical, H2O2",Y,NA,NA,Y,germination spread (days),16,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,4,28,20,NA,NA,GA3,750,120,Y,"chemical, H2O2",Y,GA3,120,Y,germination spread (days),17,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,7,28,20,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,Y,germination spread (days),15,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,7,28,20,NA,NA,NA,NA,NA,Y,"chemical, H2O2",Y,NA,NA,Y,germination spread (days),17,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,7,28,20,NA,NA,GA3,750,120,Y,"chemical, H2O2",Y,GA3,120,Y,germination spread (days),15,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,4,56,20,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,Y,per.germ,23.2,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,4,56,20,NA,NA,NA,NA,NA,Y,"chemical, H2O2",Y,NA,NA,Y,per.germ,26.9,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,4,56,20,NA,NA,GA3,750,120,Y,"chemical, H2O2",Y,GA3,120,Y,per.germ,48.8,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,7,56,20,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,Y,per.germ,4.9,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,7,56,20,NA,NA,NA,NA,NA,Y,"chemical, H2O2",Y,NA,NA,Y,per.germ,7.6,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,7,56,20,NA,NA,GA3,750,120,Y,"chemical, H2O2",Y,GA3,120,Y,per.germ,14.9,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,10,56,20,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,Y,per.germ,4.6,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,10,56,20,NA,NA,NA,NA,NA,Y,"chemical, H2O2",Y,NA,NA,Y,per.germ,3.7,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,10,56,20,NA,NA,GA3,750,120,Y,"chemical, H2O2",Y,GA3,120,Y,per.germ,3.7,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,20,56,20,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,Y,per.germ,3.7,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,20,56,20,NA,NA,NA,NA,NA,Y,"chemical, H2O2",Y,NA,NA,Y,per.germ,3.7,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,20,56,20,NA,NA,GA3,750,120,Y,"chemical, H2O2",Y,GA3,120,Y,per.germ,3.7,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,4,56,20,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,Y,mgt,30,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,4,56,20,NA,NA,NA,NA,NA,Y,"chemical, H2O2",Y,NA,NA,Y,mgt,32,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,4,56,20,NA,NA,GA3,750,120,Y,"chemical, H2O2",Y,GA3,120,Y,mgt,40,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,7,56,20,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,Y,mgt,7,NA,NA,5,25,,NA,figure 2,,
wytsalucy21,exp2,DK,Cleome,Serrulata,NA,N,N,"Arizona, USA",36.1544,109.5526,1698,North America,82500,2015,NA,"cold, dry",NA,NA,4,chilling,7,56,20,NA,NA,NA,NA,NA,Y,"chemical, H2O2",Y,NA,NA,Y,mgt,20,NA,NA,5,25,,NA,figure 2,,
